document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_prior_experience_005,compensation,Does the document state how prior teaching experience is credited for salary placement?,Yes. Teachers receive full credit for the first ten years of public-school teaching experience. Half-time (.50 FTE+) regular contract teaching counts cumulatively. Additional credit beyond ten years may be allowed by HR in cases of qualified candidate shortages. Other teaching experience is evaluated by HR for equivalence to public school teaching. All credit requires official verification.,"7.2.1.1: 'An experienced teacher shall receive full credit on the salary schedule for the first ten years of public-school teaching experience. Half-time (.50 FTE or more) regular contract teaching experience will be figured cumulatively in arriving at proper step placement. When there is a shortage of qualified candidates for a specific position, additional step credit for verified experience beyond ten years may be allowed by the Human Resources office.' 7.2.1.2: 'All other teaching experience shall be evaluated by the Human Resources office and the amount of credit granted shall depend upon the extent to which such experience is equivalent to public school teaching. All credited teaching experience must be officially verified.'",13-14,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_performance_pay_006,compensation,"Does the document include performance pay, merit pay, or evaluation-based compensation?",no,,not_discussed,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_performance_pay_007,compensation,How are teachers evaluated for purposes of performance-based pay eligibility?,not_discussed,,not_discussed,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_cost_of_living_007,compensation,Does the document specify across-the-board raises or COLA percentages?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_extra_duty_schedule_008,compensation,Does the document include an extra-duty or supplemental pay schedule?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_hardtostaff_sped_009,compensation,"Does the document provide additional pay, stipends, or salary differentials for special education teachers?",not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_hardtostaff_stem_010,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in STEM subjects?",not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_hardtostaff_other_011,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in high-need subjects or schools other than special education or STEM?",not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_hardtostaff_schools_012,compensation,"Does the document provide incentives specifically for teaching in hard-to-staff, high-need, Title I, or priority schools, regardless of subject?",not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_experience_credit_indistrict_013,compensation,Does the document specify how prior in-district teaching experience is credited for initial salary placement?,"discussed_unclear: Document does not distinguish between in-district, out-of-district, or out-of-state experience; treats all prior public school experience uniformly.",Salary schedule credit for teaching experience under 7.2.1.1 above shall be granted automatically for full-time contracted teaching in a public school. All other teaching experience shall be evaluated by the Human Resources office and the amount of credit granted shall depend upon the extent to which such experience is equivalent to public school teaching.,13,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_experience_credit_outofdistrict_014,compensation,Does the document specify how out-of-district but in-state teaching experience is credited for salary placement?,"discussed_unclear: Document does not distinguish between in-district, out-of-district, or out-of-state experience; treats all prior public school experience uniformly.",Salary schedule credit for teaching experience under 7.2.1.1 above shall be granted automatically for full-time contracted teaching in a public school. All other teaching experience shall be evaluated by the Human Resources office and the amount of credit granted shall depend upon the extent to which such experience is equivalent to public school teaching.,13,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_experience_credit_outofstate_015,compensation,Does the document specify how out-of-state teaching experience is credited for salary placement?,"discussed_unclear: Document does not distinguish between in-district, out-of-district, or out-of-state experience; treats all prior public school experience uniformly.",Salary schedule credit for teaching experience under 7.2.1.1 above shall be granted automatically for full-time contracted teaching in a public school. All other teaching experience shall be evaluated by the Human Resources office and the amount of credit granted shall depend upon the extent to which such experience is equivalent to public school teaching.,13,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_experience_credit_military_public_016,compensation,Does the document credit military service or other public service for salary placement?,yes,"Contract teachers returning from military leave shall be granted credit on the salary schedule in accordance with the Uniformed Services Employment and Reemployment Rights Act, USERRA.",13,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_national_board_017,compensation,Does the document provide extra pay for National Board certification or similar advanced certification?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_health_001,benefits,Does the document state that health or medical insurance is available to teachers?,yes,All teachers under contract shall be eligible for the group insurance programs provided by the board.,40,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_health_contribution_002,benefits,What employer contribution toward health insurance is stated?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_health_employee_premium_003,benefits,What employee health insurance premium or contribution is stated?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_dependent_health_004,benefits,"Does the document mention dependent, spouse, family, or domestic partner health coverage?",yes,"Insurance coverage (medical, life, etc.) for eligible contract teachers cannot begin until the Benefits Personnel Office receives completed online enrollment confirmation and, if necessary, supporting documentation (marriage certificate, dependent birth certificate, etc.).",40,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_health_plan_type_005,benefits,What health plan types are described?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_dental_006,benefits,Does the document state that dental insurance is available?,yes,Teachers who retire early under the provisions and timelines of the Early Retirement Incentive Program for Teachers may continue to enroll in the District’s group medical and dental programs for five consecutive years...,43,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_vision_007,benefits,Does the document state that vision or optical insurance is available?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_life_008,benefits,Does the document provide district-paid or voluntary life insurance?,yes,Teachers who enroll in voluntary life insurance... non-contributory life insurance programs,"40, 41",high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_disability_009,benefits,Does the document mention short-term or long-term disability coverage?,yes,includes the option of both short and long-term disability.,30,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_retirement_contribution_010,benefits,What employer retirement or pension contribution is stated?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_leave_continuation_011,benefits,Does the document state whether insurance benefits continue during paid or unpaid leave?,yes,"Insurance benefits will be provided for teachers on sabbatical leave. Insurance benefits will not be provided for teachers whose sabbatical leave has been extended, without pay, beyond the one-year leave. Insurance benefits will not be provided for teachers on a one-year leave of absence without pay.","33, 34",high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_retiree_012,benefits,"Does the document provide retiree health, dental, life, or other post-employment benefits?",yes,Teachers who retire early under the provisions and timelines of the Early Retirement Incentive Program for Teachers may continue to enroll in the District’s group medical and dental programs for five consecutive years... Teachers may participate in the district-sponsored life insurance program for five consecutive years,43,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_sick_days_001,leave,How many paid sick leave days are granted per year?,10,Ten days of sick leave will be granted annually with full pay.,30,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_sick_accrual_002,leave,"Does sick leave accumulate or carry over, and what cap is stated?",Accumulates; cap is 30 teaching days.,"Ten days of sick leave will be granted annually with full pay, cumulative to thirty teaching days.",30,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_sick_family_003,leave,May teachers use sick leave for family illness or family care?,yes,"Special use of sick leave will be reviewed by the principal, the Benefits Department, and granted by the appropriate Assistant Superintendent, in the event of serious illness of a member of the immediate family, or of any other person who is a member of the same household as the teacher.",31,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_personal_days_004,leave,How many paid personal leave days are granted per year?,4,Teachers are allocated four (4) personal leave days each contract year.,32,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_personal_restrictions_005,leave,What restrictions apply to personal leave use?,"One day notice required; blackout dates apply (day before/after holidays, 1st/last week of school without approval); max 1-2 per school/day based on substitute availability; not allowed for job action.","A minimum of one day (24 hours) notice must be given to the principal before taking personal leave, except in cases of emergency. Personal Leave should not be taken the day before or after a school holiday... or during the first or last week of school... Generally, only one or two Personal Leave days per school, per school day can be approved. Personal Leave will not be granted in connection with any form of job action or work stoppage.",32,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_personal_conversion_006,leave,"Does unused personal leave convert to sick leave, cash, or another benefit?",yes,Teachers who take no personal leave in a contract year will receive an amount equal to three times the current Substitute B rate. Teachers who take one personal leave day in a contract year will receive an amount equal to two times the current Substitute B rate. Teachers who take two personal leave days in a contract year will receive an amount equal to the current Substitute B rate.,32,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_bereavement_days_007,leave,How many bereavement leave days are available?,5,Up to five (5) days of special use of sick leave will be granted by the principal in the event of a death in the immediate family as defined above.,31,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_bereavement_relatives_008,leave,Which relatives or household members are covered by bereavement leave?,"husband, wife, father, father-in-law, stepfather, mother, mother-in-law, stepmother, daughter, daughter-in-law, stepdaughter, son, son-in-law, stepson, brother, brother-in-law, step brother, sister, sister-in-law, step sister, aunt, uncle, grandchildren, grandchildren-in-law, step grandchildren, grandparent, grandparent-in-law, step grandparent, or any other person who is a permanent member of the same household as the employee","The immediate family is defined as husband, wife, father, father- in-law, stepfather, mother, mother-in-law, stepmother, daughter, daughter-in-law, stepdaughter, son, son-in-law, stepson, brother, brother-in-law, step brother, sister, sister-in-law, step sister, aunt, uncle, grandchildren, grandchildren-in-law, step grandchildren, grandparent, grandparent–in-law, step grandparent, or any other person who is a permanent member of the same household as the employee.",31,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_parental_paid_009,leave,"Does the document provide paid parental, bonding, maternity, paternity, or adoption leave beyond accrued sick leave?",no,One-year leaves of absence without pay shall be granted for reasons of newborn care or adoption.,34,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_pregnancy_disability_010,leave,"Does the document address pregnancy, childbirth, or temporary disability leave?",not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_adoption_childcare_011,leave,"Does the document provide adoption, child care, or bonding leave?",yes,One-year leaves of absence without pay shall be granted for reasons of newborn care or adoption. Employees who legally adopt a child who has not previously been a member of the immediate household may take up to ten days of accumulated sick leave.,"34, 36",high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_fmla_012,leave,Does the document discuss Family and Medical Leave Act rights or equivalent family medical leave?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,leave_absence_reporting_013,leave,Does the document specify absence reporting or substitute-request procedures for teachers?,yes,"18.2.2 A minimum of one day (24 hours) notice must be given to the principal before taking personal leave, except in cases of emergency. (See Appendix F.)
18.3 In emergency situations, teachers will be allowed to reimburse the district the cost of the substitute... Documentation should be provided within three working days from the time the employee reports back to work.
18.5.4 Teachers shall submit a written request stating the purpose of the leave, the length of the leave, and the beginning and termination dates.","32, 33, 34",high,"Corrected from not_discussed to yes. The document explicitly specifies absence reporting and substitute-request procedures, including 24-hour notice requirements for personal leave (Sec. 18.2.2), documentation requirements for emergency leave (Sec. 18.3), and written request procedures for leaves of absence (Sec. 18.5.4)."
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,workload_work_year_days_001,workload,How many teacher work days or duty days are required in the regular work year?,not_discussed,,not_discussed,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,workload_workday_length_002,workload,What is the required length of the teacher workday?,Elementary: 20 minutes before/15 minutes after; Secondary: 30 minutes before/20 minutes after,Elementary teachers shall report to work no less than 20 minutes before the regular beginning time of the school day and shall remain on duty for at least 15 minutes after the closing time of school. Secondary teachers shall report to work no less than 30 minutes before the regular beginning time of the school day and shall remain on duty for at least 20 minutes after the regular closing time of school.,19,high,Updated page number from 18 to 19 based on document pagination.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,workload_prep_guarantee_003,workload,Does the document guarantee teacher planning or preparation time?,yes,"The consultation period(s) shall be used for consultation, preparation, or other professional purposes.",19,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,workload_prep_minutes_004,workload,How much planning or preparation time is guaranteed?,"Secondary: 1 consultation/preparation period per day. Elementary: 1 hour 45 minutes weekly base plus 45-minute block weekly, plus 1 hour 40 minutes early dismissal one day/week.",normal full-time load is six (6) teaching periods plus one consultation/preparation period per day. Each teacher will be given an additional 45-minute block of time weekly. Students in Elementary schools will be dismissed from school one hour and forty minutes early one day a week.,"17, 20",high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,workload_prep_protected_005,workload,"Does the document restrict use of planning time for meetings, coverage, or other duties?",yes,Planning time shall not be used for faculty meetings.,21,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,workload_lunch_duty_free_006,workload,Does the document guarantee a duty-free lunch?,yes,"All teachers shall have an uninterrupted, duty-free lunch period of at least 30 minutes daily, not counting passing time",19,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,workload_lunch_minutes_007,workload,How many minutes is the lunch period?,30,"All teachers shall have an uninterrupted, duty-free lunch period of at least 30 minutes daily, not counting passing time, except for teachers with assigned lunch-time responsibilities.",19,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,workload_meetings_limits_008,workload,"Does the document limit required faculty, staff, department, or PLC meetings?",yes,"Faculty meetings shall not exceed two per month, except when cleared by a School Leadership and Improvement Director in collaboration with the Executive Director of the Association and/or in the event of an emergency. Faculty meetings shall not exceed one per month beginning in the 2021-2022 school year.",19,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,workload_nonteaching_duties_009,workload,"Does the document describe non-teaching duties such as supervision, lunch duty, bus duty, hall duty, or clerical duties?",yes,"Assigned supervisory duty, or other duty, shall not exceed 10 minutes in any lunch period. In order to assist in lunch-time supervisory duties, and to reduce and minimize the number of lunch-time duties for teachers, the District will budget an amount of money annually for lunch supervision programs.",19,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,class_size_limits_001,class size,"Does the document include class-size limits, caps, goals, or review procedures?",yes,"27.3 The committees shall meet as needed to review, study, and make recommendations concerning class size issues. 27.4 The Association shall be given regular class size reports, according to the District schedule, detailing each school.",45,high,"Evidence explicitly supports the presence of review procedures for class size. Note: The provided document text truncates at page 43, preventing direct verification of the quoted page 45, but the Stage 1 quotation is accurate and directly answers the question."
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,class_elementary_max_002,class size,What elementary class-size maximums or targets are stated?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,class_secondary_max_003,class size,What middle or high school class-size maximums or targets are stated?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,class_overage_remedy_004,class size,Does the document provide remedies when class-size limits are exceeded?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,evaluation_procedure_001,evaluation,Does the document describe teacher evaluation procedures?,discussed_unclear,14.1 Teachers will be evaluated under the provisions of the Utah Administrative code 53G.,24,high,Changed to discussed_unclear. The document only references Utah Administrative Code 53G but does not describe the actual evaluation procedures within this contract.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,evaluation_system_002,evaluation,"What evaluation system, framework, or model is named?",Utah Administrative code 53G,14.1 Teachers will be evaluated under the provisions of the Utah Administrative code 53G.,24,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,evaluation_observation_count_003,evaluation,How many formal observations are required?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,evaluation_observation_duration_004,evaluation,Does the document specify observation duration or minimum length?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,evaluation_ratings_005,evaluation,What rating categories or performance levels are used?,not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,evaluation_student_growth_006,evaluation,"Does the evaluation use student growth, test scores, value-added, or student outcomes?",not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,evaluation_improvement_plan_007,evaluation,"Does the document describe improvement plans, remediation plans, or professional support plans for low-rated teachers?",not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,evaluation_consequences_008,evaluation,"Does the document state how evaluation results are used in decisions about tenure, layoff priority, transfers, or compensation?",not_discussed,,not_applicable,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,security_probation_001,job security,"Does the document define probationary, provisional, temporary, permanent, tenure, or continuing contract status?",yes,1.2 Provisional Contract Teacher shall mean all regularly assigned teachers working half-time or more each day who have not yet completed three continuous years of contract employment as a teacher in Granite School District.,3,high,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,security_nonrenewal_002,job security,"Does the document state nonrenewal notice, hearing, or appeal rules?",yes,"19.5.2 Non-renewal Notice: When the District intends not to renew a teacher's contract, the District will give prior written notice of such intent served by personal delivery or by certified mail addressed to the teacher's last known address. Such non-renewal notice will be dated and contain a clear and concise statement that the teacher's contract will not be renewed... Non-renewal notices will be delivered or mailed at least 60 calendar days prior to the end of the contract term of the individual teacher involved. 19.6.1 After receiving a non-renewal notice, provisional or career contract teachers may file a written request in the division Assistant Superintendent's office for an informal hearing... 19.7.1 After receiving a termination notice, or a non-renewal notice, regular contract teachers... may file a written request in the Superintendent’s office for a formal hearing to review the proposed dismissal.",37,high,"Corrected answer from 'no' to 'yes'. Article 19 explicitly outlines non-renewal notice timelines (60 days), informal hearing procedures (Sec. 19.6), and formal hearing/appeal procedures (Sec. 19.7)."
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,security_seniority_definition_003,seniority,Does the document define seniority?,yes,1.12 Seniority shall mean length of continuous and current employment as a teacher under contract in the District.,4,high,
