document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_lane_names_005,compensation,What are the names or credentials of the education lanes?,discussed_unclear,"Salary schedule is referenced/included, but schedule values are not reliably text-extracted.",Appendix A,low,Visual review needed for salary table.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_ba_start_006,compensation,What is the starting salary for the BA or lowest teacher lane?,discussed_unclear,"Salary schedule is referenced/included, but schedule values are not reliably text-extracted.",Appendix A,low,Visual review needed for salary table.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_ma_start_007,compensation,What is the starting salary for the MA or master's lane?,discussed_unclear,"Salary schedule is referenced/included, but schedule values are not reliably text-extracted.",Appendix A,low,Visual review needed for salary table.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_phd_start_008,compensation,What is the starting salary for the doctorate or PhD lane?,discussed_unclear,"Salary schedule is referenced/included, but schedule values are not reliably text-extracted.",Appendix A,low,Visual review needed for salary table.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_ba_max_009,compensation,What is the maximum salary for the BA or lowest teacher lane?,discussed_unclear,"Salary schedule is referenced/included, but schedule values are not reliably text-extracted.",Appendix A,low,Visual review needed for salary table.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_ma_max_010,compensation,What is the maximum salary for the MA or master's lane?,discussed_unclear,"Salary schedule is referenced/included, but schedule values are not reliably text-extracted.",Appendix A,low,Visual review needed for salary table.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_phd_max_011,compensation,What is the maximum salary for the doctorate or PhD lane?,discussed_unclear,"Salary schedule is referenced/included, but schedule values are not reliably text-extracted.",Appendix A,low,Visual review needed for salary table.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_overall_max_012,compensation,What is the highest salary listed anywhere on the main teacher salary schedule?,discussed_unclear,"Salary schedule is referenced/included, but schedule values are not reliably text-extracted.",Appendix A,low,Visual review needed for salary table.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_ba_phd_gap_013,compensation,What is the dollar difference between Step 1 BA and Step 1 doctorate pay?,discussed_unclear,"Salary schedule is referenced/included, but schedule values are not reliably text-extracted.",Appendix A,low,Visual review needed for salary table.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_step_increment_014,compensation,Does the document explain annual step advancement or salary increments?,yes,"reimburse the District an amount equal to 50 percent of the president’s salary and benefits, less the 10 days allowed by statute. 28.3 The president shall receive normal step advancements on the salary schedule during their tenure as president. 28.4 The teacher returning from tenure as President will be entitled to the position the teacher left, or to a comparable position. ARTICL",46,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_lane_advancement_015,compensation,Does the document explain requirements for moving to a higher education lane?,yes,"lary schedule must be made on the official form provided by the Human Resources office (see Appendix C.) Applications must be supported by complete official transcripts of credit (report cards will not suffice), verifying the credit requested. Lane change will become effective on the date the completed application form, and all official documentation forms, are received by the",14,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_prior_experience_016,compensation,Does the document state how prior teaching experience is credited for salary placement?,yes,t shall be designated by the Board in the official school calendar. 7.2 Basis for Determining Salaries. Each teacher's annual contract salary shall be determined by placement on the salary schedule according to verified experience and training as follows: 7.2.1 Salary Credit for Experience 7.2.1.1 Salary Step Placement upon Employment. An experienced teacher shall receive full credit on the salary,13,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_new_hire_placement_017,compensation,Does the document state initial salary placement rules for newly hired teachers?,yes,"r-to-year basis until they retire. 7.6.2 Provisional contract teachers and specially funded program teachers shall sign the District's Special Employment Contract. 7.6.3 Provisional contract teachers are employed for a specified period of time only, as defined in the Special Employment Contract that they sign. Provisional contract teachers shall have no right or expectation of conti",16,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_performance_pay_018,compensation,"Does the document include performance pay, merit pay, or evaluation-based compensation?",yes,"ct, shall result in no loss of wages or reduction in accumulated leave. ARTICLE 14 TEACHER EVALUATION 14.1 Teachers will be evaluated under the provisions of the Utah Administrative code 53G. 14.2 Copies of all formative and summative teacher evaluations will be given to the teacher for their personal file. Teacher signatures on such reports and",24,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_cost_of_living_019,compensation,Does the document specify across-the-board raises or COLA percentages?,discussed_unclear,"all official documentation forms, are received by the Human Resources office. The lane change will be made on the next payroll cutoff date, and the salary increase will be reflected on the paycheck following that payroll cutoff date. The total amount paid for the year from the new lane will be prorated based upon the number of contract working days remaining as of the date",14,low,LLM-assisted full-text review; verify exact numeric/table value if used analytically.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_pay_frequency_020,compensation,Does the document state teacher pay frequency or pay dates?,"pleted application form, and all official documentation forms, are received by the Human Resources office. The lane change will be made on the next payroll cutoff date, and the salary increase will be reflected on the paycheck following that payroll cutoff dat","pleted application form, and all official documentation forms, are received by the Human Resources office. The lane change will be made on the next payroll cutoff date, and the salary increase will be reflected on the paycheck following that payroll cutoff date. The total amount paid for the year from the new lane will be prorated based upon the number of contract",14,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_extra_duty_schedule_021,compensation,Does the document include an extra-duty or supplemental pay schedule?,yes,"the official calendar shall receive additional compensation at their appropriate daily rate. 9.2 Teaching hours do not apply to extra duty assignments, see “UHSAA and/or Extra Compensation Program.” 18",18,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_coaching_stipends_022,compensation,Does the document specify coaching stipends?,yes,cies that will occur for the following school year. Subsequent vacancies may be posted on a daily basis. (Exception: High School head coaching positions for the following school year may be posted as soon as the vacancy is declared.) 16.1.5 Posting of Positions for New Schools 16.1.5.1 Staffing of positions in new schools may be exempted from the above,26,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_activity_stipends_023,compensation,"Does the document specify club, activity, or student organization sponsor stipends?",yes,"lowing: endorsements, certifications, pattern of declining enrollments in subject area, endorsements in core academic areas, ESL and gifted endorsements, extracurricular coaching endorsements and certifications, eMINTS certifications, and those who are fluent in a language needed within a school site. Any teacher who has received a current (within the existing school year) written notice",39,medium,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_department_chair_024,compensation,"Does the document specify compensation for department chairs, team leaders, or similar teacher leaders?",not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_summer_school_025,compensation,"Does the document specify pay for summer school, intersession, evening school, or extended school year?",not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_extra_period_026,compensation,Does the document specify pay for teaching an additional period or extended instructional day?,discussed_unclear,"tation/preparation time and to assume their pro-rated share of necessary professional duties. 7.7.5 Contractual leave benefits will be extended to cover the extra period for teachers who have agreed to teach an extra period during the regular school day. 7.7.6 In the event the Board of Education approves a school-day schedule different from the day described in 7.7.1., 7.7.2., or 7.7.3, th",18,medium,LLM-assisted full-text review; verify exact numeric/table value if used analytically.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_class_coverage_027,compensation,Does the document specify pay for covering classes when substitutes are unavailable?,discussed_unclear,"cher is not provided for a contract teacher who has requested a substitute for a sick personal or sick family day prior to 6:30 a.m., the absence will result in a “failed-to-fill.” In such situations, when contract teachers are asked to cover the failed-to-fill, they shall be paid a prorated share of the Level F substitute teacher rate. Principals shall reassign substitute teachers, who are scheduled for PLCs or school",20,medium,LLM-assisted full-text review; verify exact numeric/table value if used analytically.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_homebound_tutoring_028,compensation,"Does the document specify pay for tutoring, homebound instruction, test-item writing, or similar hourly instructional work?",discussed_unclear,"r fields of study, quality of performance, and ability to relate well with students. 17.3 Teachers employed in adult and community school credit classes shall be paid an hourly rate, according to their current contract salary as a regular teacher in the District, to a maximum hourly rate based on step six of the teacher’s salary lane. 29",29,medium,LLM-assisted full-text review; verify exact numeric/table value if used analytically.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_pd_stipend_029,compensation,Does the document specify stipends or hourly pay for professional development outside normal duty time?,not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_recruitment_retention_030,compensation,"Does the document include recruitment, retention, signing, hard-to-staff, or priority-school incentives?",yes,will be removed to another storage space and maintained according to the Utah School Districts General Retention Schedule. 15.3 All teacher personnel files shall be maintained under the following conditions: 15.3.1 Materials shall be available at the teacher’s request for inspection except as noted in 15.3.4 below. 15.3.2 No unfavorable,25,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_national_board_031,compensation,Does the document provide extra pay for National Board certification or similar advanced certification?,not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_longevity_032,compensation,"Does the document provide longevity pay, career increments, or service-based stipends beyond the regular schedule?",yes,percent (0.005) of the final contract base salary times the number of years of service in the district in a contract position. This one-time stipend will be deposited into a 403(b) Special Pay Plan within 30 days of the last paycheck date. Stipends for individuals who retire within three months after the start of a new cont,43,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_travel_mileage_033,compensation,"Does the document specify mileage, travel, or required travel reimbursement?",54.00,"8.00 3 Days Per Week $54.00 In addition to the above automobile allowances, all employees of the District are entitled to mileage reimbursement according to the terms of Administrative Memorandum Number Thirty-Five. 15",15,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_unused_leave_payout_034,compensation,"Does the document provide payout, conversion, or terminal pay for unused sick or personal leave?",not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_retirement_incentive_035,compensation,Does the document provide an early retirement incentive or district retirement stipend?,yes,"osition of the funds so deducted once they have been turned over to the Association. ARTICLE 23 DISTRICT RETIREMENT BENEFIT 23.1 Current teachers who have at least ten (10) contract years in Granite School District and retire under the provisions of the Utah State Retirement Act may be eligible for the following additional district retirement benefits, as outlined",42,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_experience_credit_indistrict_037,compensation,Does the document specify how prior in-district teaching experience is credited for initial salary placement?,not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_experience_credit_outofdistrict_038,compensation,Does the document specify how out-of-district but in-state teaching experience is credited for salary placement?,yes,t shall be designated by the Board in the official school calendar. 7.2 Basis for Determining Salaries. Each teacher's annual contract salary shall be determined by placement on the salary schedule according to verified experience and training as follows: 7.2.1 Salary Credit for Experience 7.2.1.1 Salary Step Placement upon Employment. An experienced teacher shall receive full credit on the salary,13,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_experience_credit_outofstate_039,compensation,Does the document specify how out-of-state teaching experience is credited for salary placement?,yes,designated by the Board in the official school calendar. 7.2 Basis for Determining Salaries. Each teacher's annual contract salary shall be determined by placement on the salary schedule according to verified experience and training as follows: 7.2.1 Salary Credit for Experience 7.2.1.1 Salary Step Placement upon Employment. An experienced teacher shall receive full credit on the salary schedule for the first,13,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_experience_credit_military_public_040,compensation,Does the document credit military service or other public service for salary placement?,yes,"Lunch Periods 19 Lunch Supervision 19 Mediation 8 Mileage Allowance & Reimbursements 15 Military Service, Credit for 14 Misuse of Sick Leave 30 Negotiations 7 New School Vacancy Postings 26 Parking Facilities 18 Part-Time Contract 17 Payme",60,medium,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_hardtostaff_schools_041,compensation,"Does the document provide incentives specifically for teaching in hard-to-staff, high-need, Title I, or priority schools?",not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_hardtostaff_sped_042,compensation,Does the document provide incentives specifically for special education teaching positions?,yes,"n meeting the needs of students. 10.4 Planning time shall not be used for faculty meetings. 10.5 Professional learning shall not be held during planning time. 10.6 Special education teachers and resource teachers, whose contract and work assignments are the same hours as those of regular classroom teachers, will participate in (student) class- free planning and preparation times during the same hours and on the same basis a",21,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_hardtostaff_stem_043,compensation,"Does the document provide incentives specifically for STEM teaching positions (math, science, CTE, or technology)?",not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_hardtostaff_esl_044,compensation,"Does the document provide incentives specifically for ESL, ELL, bilingual, or dual-language teaching positions?",yes,"ut are not limited to the following: endorsements, certifications, pattern of declining enrollments in subject area, endorsements in core academic areas, ESL and gifted endorsements, extracurricular coaching endorsements and certifications, eMINTS certifications, and those who are fluent in a language needed within a school site. Any teacher who has received a current (within",39,medium,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_hardtostaff_other_045,compensation,Does the document provide hard-to-staff or recruitment incentives for any other specific subjects or roles not captured in fields 041–044?,"lf-time (.50 FTE or more) regular contract teaching experience will be figured cumulatively in arriving at proper step placement. When there is a shortage of qualified candidates for a specific position, additional step credit for verified experience beyond te","lf-time (.50 FTE or more) regular contract teaching experience will be figured cumulatively in arriving at proper step placement. When there is a shortage of qualified candidates for a specific position, additional step credit for verified experience beyond ten years may be allowed by the Human Resources office. 7.2.1.2 Salary schedule credit for teaching experience u",13,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_performance_individual_046,compensation,Does the document include individual teacher merit pay or evaluation-based compensation?,not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,pay_performance_schoolwide_047,compensation,Does the document include school-wide or team-based performance bonuses?,not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_health_001,benefits,Does the document state that health or medical insurance is available to teachers?,yes,"(marriage, divorce, death, birth, etc.) must be reported to the Benefits Office within 30 calendar days of the event to ensure coverage. 20.1.2 Medical insurance premiums paid by the employee reflect a percentage of the total of medical insurance and are recalibrated annually. 20.1.3 Ending Date of Coverage. Each insured teacher who terminates employment with the District shall have",41,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_health_contribution_002,benefits,What employer contribution toward health insurance is stated?,discussed_unclear,ess than full-time will receive full coverage under the District's group medical and non-contributory life insurance programs if they pay their proportional share of premium costs by authorized payroll deduction. The teacher’s proportional share equals 1.0 minus the teacher’s FTE. The Board will pay the percentage of premiums equal to the teacher’s FTE. Such teachers who elect not to pay their share of the premiums,41,medium,LLM-assisted full-text review; verify exact numeric/table value if used analytically.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_health_employee_premium_003,benefits,What employee health insurance premium or contribution is stated?,discussed_unclear,ive full coverage under the District's group medical and non-contributory life insurance programs if they pay their proportional share of premium costs by authorized payroll deduction. The teacher’s proportional share equals 1.0 minus the teacher’s FTE. The Board will pay the percentage of premiums equal to the teacher’s FTE. Such teachers who elect not to pay their share of the premiums will not be covered. 20.4 In,41,medium,LLM-assisted full-text review; verify exact numeric/table value if used analytically.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_dependent_health_004,benefits,"Does the document mention dependent, spouse, family, or domestic partner health coverage?",yes,"rior to the end of the school year. 20.2 Dual Medical Coverage. If a teacher who is eligible for coverage under the District’s group medical plan is also eligible as the spouse of another covered employee, the coverages will supplement one another, so that benefit payments for such individuals with dual coverage will be made up to 100 percent of the eligible charge provided that each employee pays the full contr",41,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_health_plan_type_005,benefits,What health plan types are described?,"e policy for teachers who terminate prior to the end of the school year. 20.2 Dual Medical Coverage. If a teacher who is eligible for coverage under the District’s group medical plan is also eligible as the spouse of another covered employee, the coverages wil","e policy for teachers who terminate prior to the end of the school year. 20.2 Dual Medical Coverage. If a teacher who is eligible for coverage under the District’s group medical plan is also eligible as the spouse of another covered employee, the coverages will supplement one another, so that benefit payments for such individuals with dual coverage will be made up to 100 percent of the eligible charge provided that each",41,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_dental_006,benefits,Does the document state that dental insurance is available?,yes,"who retire early under the provisions and timelines of the Early Retirement Incentive Program for Teachers may continue to enroll in the District’s group medical and dental programs for five consecutive years following the last date of contractual insurance coverage or until they are eligible for Medicare, whichever occurs first. Teachers may participate in the district-sponsored life insurance program for f",43,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_dental_contribution_007,benefits,What employer contribution toward dental insurance is stated?,not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_vision_008,benefits,Does the document state that vision or optical insurance is available?,not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_vision_contribution_009,benefits,What employer contribution toward vision insurance is stated?,not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_life_010,benefits,Does the document provide district-paid or voluntary life insurance?,yes,"of the month following the contract start date. Teachers must elect to receive or waive insurance coverage annually. Teachers who enroll in voluntary life insurance, increase voluntary life insurance or disability coverage after their first 30 days of contract employment must complete an evidence of insurability form. The evidence of insurability form must be approved by the carr",40,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_life_amount_011,benefits,What life insurance coverage amount is stated?,1,"ual insurance coverage or until eligible for full Social Security benefits, whichever occurs first. Life insurance and medical benefits will be paid according to the life insurance and medical policies in effect at the time expenses or death occur. The amount of life insurance coverage will be based on the retiree’s contract base salary during the retiree’s final year of contract service up to a maximum amount of $1",43,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_disability_012,benefits,Does the document mention short-term or long-term disability coverage?,yes,"t prior to 1/1/93 who elected to remain on the old sick leave program. Those teachers do not have an accumulated sick leave program or the option of short or long-term disability insurance through the District. 18.1.2.1 Extended sick leave with full pay up to a maximum of 180 school days for any one illness, not limited to any one contract year, will be granted teachers. 18.1.2.2 Ten days of sick",31,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_retirement_plan_013,benefits,Does the document identify a retirement or pension plan for teachers?,yes,"DISTRICT RETIREMENT BENEFIT 23.1 Current teachers who have at least ten (10) contract years in Granite School District and retire under the provisions of the Utah State Retirement Act may be eligible for the following additional district retirement benefits, as outlined in the provisions and timelines of Administrative Memorandum 56: Early Retirement Incentive Program for Teachers. Teachers wishing to participate i",42,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_retirement_contribution_014,benefits,What employer retirement or pension contribution is stated?,not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_supplemental_retirement_015,benefits,"Does the document mention tax-sheltered annuities, 403(b), 457, or other supplemental retirement options?",yes,(0.005) of the final contract base salary times the number of years of service in the district in a contract position. This one-time stipend will be deposited into a 403(b) Special Pay Plan within 30 days of the last paycheck date. Stipends for individuals who retire within three months after the start of a new contract year will be based on the contract base salary from the prior year. 23.1.2 Early Retirement S,43,high,LLM-assisted full-text review.
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_section125_016,benefits,"Does the document mention a cafeteria plan, Section 125 plan, or flexible spending account?",not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_eap_wellness_017,benefits,"Does the document mention an employee assistance, wellness, or mental health support program?",not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_workers_comp_018,benefits,Does the document describe workers' compensation coverage for job-related injuries?,not_discussed,No discussion found in extractable text for this specific element.,not_applicable,medium,
granite_school_district__professional_agreement_with_gea_2020_2023__7844d12c,professional_agreement_with_gea_2020_2023.pdf,benefits_eligibility_threshold_019,benefits,What eligibility threshold is stated for benefits?,51 Lane,40-51 Lane Change 52 Personal Leave 56 Prior Approval 53 Special Employment Contract 54-55 FTE Determination 17 Grievance Procedure 8 Hearings: Formal 38 Grievance 9 Informal 12 Termination & Nonrenewal 38 Impass,59,high,LLM-assisted full-text review.
