document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_performance_pay_007,compensation,How are teachers evaluated for purposes of performance-based pay eligibility?,not_discussed,,not_discussed,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_cost_of_living_007,compensation,Does the document specify across-the-board raises or COLA percentages?,not_discussed,,not_applicable,high,"The provided document excerpt (pages 1-12) does not contain salary schedules, COLA provisions, or pay incentive policies. These topics are referenced in the Table of Contents but the relevant pages are not included in the provided text. 'not_discussed' is accurate based on the excerpt."
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_extra_duty_schedule_008,compensation,Does the document include an extra-duty or supplemental pay schedule?,not_discussed,,not_applicable,high,"The provided document excerpt (pages 1-12) does not contain salary schedules, COLA provisions, or pay incentive policies. These topics are referenced in the Table of Contents but the relevant pages are not included in the provided text. 'not_discussed' is accurate based on the excerpt."
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_hardtostaff_sped_009,compensation,"Does the document provide additional pay, stipends, or salary differentials for special education teachers?",not_discussed,,not_applicable,high,"The provided document excerpt (pages 1-12) does not contain salary schedules, COLA provisions, or pay incentive policies. These topics are referenced in the Table of Contents but the relevant pages are not included in the provided text. 'not_discussed' is accurate based on the excerpt."
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_hardtostaff_stem_010,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in STEM subjects?",not_discussed,,not_applicable,high,"The provided document excerpt (pages 1-12) does not contain salary schedules, COLA provisions, or pay incentive policies. These topics are referenced in the Table of Contents but the relevant pages are not included in the provided text. 'not_discussed' is accurate based on the excerpt."
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_hardtostaff_other_011,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in high-need subjects or schools other than special education or STEM?",not_discussed,,not_applicable,high,"The provided document excerpt (pages 1-12) does not contain salary schedules, COLA provisions, or pay incentive policies. These topics are referenced in the Table of Contents but the relevant pages are not included in the provided text. 'not_discussed' is accurate based on the excerpt."
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_hardtostaff_schools_012,compensation,"Does the document provide incentives specifically for teaching in hard-to-staff, high-need, Title I, or priority schools, regardless of subject?",not_discussed,,not_applicable,high,"The provided document excerpt (pages 1-12) does not contain salary schedules, COLA provisions, or pay incentive policies. These topics are referenced in the Table of Contents but the relevant pages are not included in the provided text. 'not_discussed' is accurate based on the excerpt."
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_experience_credit_indistrict_013,compensation,Does the document specify how prior in-district teaching experience is credited for initial salary placement?,yes,A creditable year for salary placement or receiving a salary general rate increase is a minimum of ninety (90) days of full-time service or 180 days of half-time service.,43,high,"Revised to 'yes' and updated evidence. The original Stage 1 evidence only addressed verification requirements, which was indirect. The document explicitly specifies the credit calculation: 90 days of full-time or 180 days of half-time service constitutes a creditable year for salary placement. [recall-recovery]"
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_experience_credit_outofdistrict_014,compensation,Does the document specify how out-of-district but in-state teaching experience is credited for salary placement?,yes,Salary credit for experience earned in Texas or in out-of-state institutions will not be granted until the service records are received and verified. A creditable year for salary placement or receiving a salary general rate increase is a minimum of ninety (90) days of full-time service or 180 days of half-time service.,42,high,[cross-question]
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_experience_credit_outofstate_015,compensation,Does the document specify how out-of-state teaching experience is credited for salary placement?,yes,An employee who has taught outside of Texas may obtain the proper service record forms in the Office of Human Resources. Salary credit for experience earned in Texas or in out-of-state institutions will not be granted until the service records are received and verified. A creditable year for salary placement or receiving a salary general rate increase is a minimum of ninety (90) days of full-time service or 180 days of half-time service.,43,high,[recall-recovery]
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_experience_credit_military_public_016,compensation,Does the document credit military service or other public service for salary placement?,not_discussed,,not_discussed,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,pay_national_board_017,compensation,Does the document provide extra pay for National Board certification or similar advanced certification?,not_discussed,,not_discussed,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_health_001,benefits,Does the document state that health or medical insurance is available to teachers?,"yes; Plan: TRS-ActiveCare (3 PPO plans, 2 HMO plans). Eligible group: All permanent full-time (35 hours/week) employees and part-time, substitute, and temporary employees expected to work 10 or more hours/week.","Employees may select participation in one of five major medical insurance plans (3 PPO plans, 2 HMO plans) provided by the Teacher Retirement System, TRS-ActiveCare... Eligibility: All permanent full-time (35 hours a week) employees and part-time, substitute and temporary employees expected to work 10 hours or more a week.","92, 98",high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_health_contribution_002,benefits,What employer contribution toward health insurance is stated?,a portion of the cost,The district pays a portion of the cost for the participant's coverage; the employee pays the balance of the employee coverage plus any additional dependent coverage through payroll deduction.,92,high,Evidence directly and verbatim states the answer. Updated confidence to high. [cross-question]
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_health_employee_premium_003,benefits,What employee health insurance premium or contribution is stated?,yes,The district pays a portion of the cost for the participant's coverage; the employee pays the balance of the employee coverage plus any additional dependent coverage through payroll deduction.,91,high,"The quoted evidence explicitly describes the employee's contribution, contradicting the original 'not_discussed' answer. Revised to 'yes'. Updated page to 91 where the passage is located. [cross-question]"
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_dependent_health_004,benefits,"Does the document mention dependent, spouse, family, or domestic partner health coverage?","yes; Eligible dependents: spouse (including common law), child under 26 (natural, adopted, step, foster, legally guarded), any other child under 26 meeting residency/support criteria, grandchild under 26, and incapacitated child 26+. Contribution: Employee pays the balance of employee coverage plus additional dependent coverage via payroll deduction.","Dependent Coverage: Coverage for dependents is available... Eligible dependents include: your spouse (including a common law spouse), a child under the age of 26... any other child under the age of 26... a grandchild under age 26... a child of a covered employee, age 26 or over... the employee pays the balance of the employee coverage plus any additional dependent coverage through payroll deduction.","92, 93, 94",high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_health_plan_type_005,benefits,What health plan types are described?,"PPO, HMO, and self-insured (via TRS-ActiveCare)","Employees may select participation in one of five major medical insurance plans (3 PPO plans, 2 HMO plans) provided by the Teacher Retirement System, TRS-ActiveCare... The district’s major medical insurance plans are available through TRS-ActiveCare, a self-insured program...","92, 97",high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_dental_006,benefits,Does the document state that dental insurance is available?,yes,"Premiums for the following benefit plans will be deducted on a pretax basis: group medical, dental, vision... Dental and Vision Insurance Plans Station and Ayers Insurance Services",109,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_vision_007,benefits,Does the document state that vision or optical insurance is available?,yes. Plan: Guardian. Eligibility: Full-time and part-time employees averaging at least 15 hours per week. Employer contribution: District pays a portion of the cost; employee pays the balance.,"Part-time employees working a scheduled 15 hours or more per week are also eligible to participate in the Health Savings Account (HSA), dental, vision, accident, medical bridge, supplemental life, disability and cancer insurance plans. The district pays a portion of the cost for the participant's coverage for full-time and part-time employees who average a minimum of 15 hours per week; the employee pays the balance",93,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_life_008,benefits,Does the document provide district-paid or voluntary life insurance?,"yes. Coverage: Basic Life Insurance ($30,000), AD&D ($30,000), and Optional Life Insurance (up to $500,000). Paid by: Basic Life paid by district at no cost; Optional Life paid by employee.","The district provides at no cost to all full-time and part-time employees a Basic Life Insurance Plan ($30,000 Life; $30,000 Accidental Death and Dismemberment).",92,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_disability_009,benefits,Does the document mention short-term or long-term disability coverage?,yes,Disability Insurance Provides insurance protection for your paycheck in the event you become disabled and unable to work. ... Optional employee-paid benefit available to all employees working 15 or more hours a week. ... Plan A (Pays to age 65 for both injury and illness disability) Plan B (Pays to age 65 for injury disability; pays for 5 years for illness disability),104,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_retirement_contribution_010,benefits,What employer retirement or pension contribution is stated?,not_discussed,,not_discussed,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_leave_continuation_011,benefits,Does the document state whether insurance benefits continue during paid or unpaid leave?,yes,"Participation During Leaves of Absence: A participant on paid leave of absence shall continue to participate in the plan. A participant who is on an unpaid leave of absence, other than for Family Medical Leave (FML) (see below), shall be deemed to have terminated plan participation. ... Family Medical Leave (FML): An employee on an approved Family Medical Leave has rights allowing cancellation of plan participation, or continued participation in the plan with premium payments being made to the district, and full resumption of benefits regardless of their cancellation during the leave.",109,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,benefits_retiree_012,benefits,"Does the document provide retiree health, dental, life, or other post-employment benefits?",yes. Eligibility: Employees who resign or retire after the last day of the instructional year. Duration: Through the end of the medical insurance plan year (August 31). Employer contribution: Additional premiums deducted from final paychecks. Plan access: Continuation of major medical insurance; TRS-Care enrollment upon retirement.,"Texas Legislature H.B 973 of 2007 entitles an employee of the district who resigns or retires after the last day of the instructional year to continue their major medical insurance through the end of the medical insurance plan year, August 31. The additional premiums needed to provide the added August coverage will be deducted from the resigning employees’ final paychecks... Prospective TRS retirees are advised to consult with TRS about enrollment eligibility if they are planning to enroll in the TRS-Care medical plan upon their retirement.",93,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_sick_days_001,leave,How many paid sick leave days are granted per year?,5,All employees shall earn five (5) paid local leave days per school year in accordance with administrative regulation DEC (Regulation) for the first 187 workdays of employment.,129,high,"Stage 1 incorrectly coded as not_discussed. The document explicitly grants five (5) paid local leave days per school year, which covers illness/sick leave. Updated answer to 5. [cross-question]"
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_sick_accrual_002,leave,"Does sick leave accumulate or carry over, and what cap is stated?","Yes, it accumulates. A cap of 150 days is stated for retirement payout.","Retiring employees will receive payment for any unused sick or personal leave at the rate of $125.00 per day, up to a maximum of $18,750.00 (150 days).",123,high,"Confidence upgraded to high. The quoted evidence directly references 'accumulated sick leave' and explicitly states the 150-day maximum for payout, fully and unambiguously supporting the coded answer. [recall-recovery]"
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_sick_family_003,leave,May teachers use sick leave for family illness or family care?,yes,2. illness of a member of the employee’s immediate family;,128,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_personal_days_004,leave,How many paid personal leave days are granted per year?,5,Employees are provided with five (5) days per year of state personal leave,128,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_personal_restrictions_005,leave,What restrictions apply to personal leave use?,"Non-discretionary use limited to illness, family emergency, death, or military leave. Discretionary use requires advance written request, is subject to supervisor approval based on program/substitute impact, is first-come first-served, and is capped at three consecutive workdays.","Discretionary use of state personal leave shall not exceed three consecutive workdays. The employee shall submit a written request for discretionary use of state personal leave to the immediate supervisor or designee in advance. ... granted on a first-come, first-served basis",129,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_personal_conversion_006,leave,"Does unused personal leave convert to sick leave, cash, or another benefit?",yes,"Retiring employees will receive payment for any unused sick or personal leave at the rate of $125.00 per day, up to a maximum of $18,750.00 (150 days).",123,high,Stage 1 incorrectly marked as not_discussed. The document explicitly states that unused personal leave is paid out in cash upon retirement. Updated to yes. [recall-recovery]
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_bereavement_days_007,leave,How many bereavement leave days are available?,not_discussed,,not_applicable,high,Evidence falls outside the provided document range (pages 28-41). No mention of bereavement days found in the available text. Kept as not_discussed per instructions.
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_bereavement_relatives_008,leave,Which relatives or household members are covered by bereavement leave?,"spouse; son or daughter (including biological, adopted, foster, in-law, stepchild, legal ward, or in loco parentis); parent, stepparent, parent-in-law, or in loco parentis; sibling, stepsibling, and sibling-in-law; grandparent and grandchild; any person residing in the employee’s household at the time of illness or death.","The term “immediate family” is defined as:
       1.   spouse;
       2.   son or daughter, including a biological, adopted, or foster child; a son- or daughter-in-law, a stepchild; a legal ward, or a child for whom the employee stands in loco parentis;
       3.   parent, stepparent, parent-in-law, or other individual who stands in loco parentis to the employee;
       4.   sibling, stepsibling, and sibling-in-law;
       5.   grandparent and grandchild.
       6.   any person residing in the employee’s household at the time of illness or death.",126,high,Quote explicitly defines immediate family/household members for leave purposes. Supported.
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_parental_paid_009,leave,"Does the document provide paid parental, bonding, maternity, paternity, or adoption leave beyond accrued sick leave?",yes,Local leave and/or state nondiscretionary personal leave to a maximum of ten leave days may be used by an employee for bonding with a child 12 months of age or younger. Paid leave for bonding shall not be granted in conjunction with the provisions of paid leave for adoption or foster care placement for more than a total of 30 days of paid leave.,130,high,Explicitly confirms paid leave for bonding (10 days) and adoption/foster care (up to 30 days). Supported.
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_pregnancy_disability_010,leave,"Does the document address pregnancy, childbirth, or temporary disability leave?",yes,"Complications resulting from pregnancy shall be treated the same as any other condition. ... The maximum length of temporary disability leave shall be 180 calendar days or until all paid leave and vacation days, if any, are exhausted, whichever is greater.","126, 136",high,Directly addresses pregnancy complications and temporary disability leave duration. Supported.
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_adoption_childcare_011,leave,"Does the document provide adoption, child care, or bonding leave?",yes,"Local leave and/or state nondiscretionary personal leave to a maximum of 30 leave days may be used for primary care of an adopted child, or for the placement of a child with the employee for foster care if the child is 60 months of age or younger.",130,high,Explicitly confirms leave for adoption and foster care placement. Supported.
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_fmla_012,leave,Does the document discuss Family and Medical Leave Act rights or equivalent family medical leave?,yes,"An eligible employee for Family and Medical Leave is an employee who: 1. has been employed by the district for at least 12 months. The 12 months need not be consecutive; and, 2. has been employed by the district for at least 1,250 hours of service during the 12 months immediately preceding the commencement of leave.",134,high,Directly outlines FMLA eligibility criteria. Supported.
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,leave_absence_reporting_013,leave,Does the document specify absence reporting or substitute-request procedures for teachers?,yes,"For contract campus employees, the absence must also be entered into the online absence reporting system by 6:00 a.m. at the secondary level and/or by 6:30 a.m. at the elementary level.",40,high,Updated page number to 40 per document footer. The evidence explicitly supports the coded answer regarding absence reporting procedures for staff/teachers.
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,workload_work_year_days_001,workload,How many teacher work days or duty days are required in the regular work year?,not_discussed,,not_applicable,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,workload_workday_length_002,workload,What is the required length of the teacher workday?,not_discussed,,not_applicable,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,workload_prep_guarantee_003,workload,Does the document guarantee teacher planning or preparation time?,yes,Each classroom teacher is entitled to at least 450 minutes within each two-week period for instructional preparation,161,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,workload_prep_minutes_004,workload,How much planning or preparation time is guaranteed?,450 minutes within each two-week period (minimum of 45 minutes within the instructional day),Each classroom teacher is entitled to at least 450 minutes within each two-week period for instructional preparation... A planning and preparation period under this section may not be less than 45 minutes within the instructional day.,161,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,workload_prep_protected_005,workload,"Does the document restrict use of planning time for meetings, coverage, or other duties?",yes,"During a planning and preparation period, a classroom teacher may not be required to participate in any other activity.",161,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,workload_lunch_duty_free_006,workload,Does the document guarantee a duty-free lunch?,yes,Each classroom teacher or full-time librarian is entitled to at least a 30-minute lunch period free from all duties and responsibilities connected with the instruction and supervision of students.,160,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,workload_lunch_minutes_007,workload,How many minutes is the lunch period?,30,including a 30-minute lunch break.,10,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,workload_meetings_limits_008,workload,"Does the document limit required faculty, staff, department, or PLC meetings?",yes,All teachers will be expected to plan collaboratively at least one time per week for a minimum of 45 uninterrupted minutes at a time agreed upon by the team/grade level.,161,high,[cross-question]
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,workload_nonteaching_duties_009,workload,"Does the document describe non-teaching duties such as supervision, lunch duty, bus duty, hall duty, or clerical duties?",yes,"Principals may assign duties to employees in addition to those specified in job descriptions. Such duties may include the following: 1. lunch period duty in accordance with law; 2. recess duty; 3. hall duty; 4. classroom housekeeping duties such as turning out lights, closing windows, locking doors, maintaining neat and attractive classrooms, and the like; 5. duty at extracurricular activities; 6. bus loading duty; 7. parking lot duty; and, 8. any extra duty assigned by the principal.",162,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,class_size_limits_001,class size,"Does the document include class-size limits, caps, goals, or review procedures?",not_discussed,,not_applicable,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,class_elementary_max_002,class size,What elementary class-size maximums or targets are stated?,not_discussed,,not_applicable,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,class_secondary_max_003,class size,What middle or high school class-size maximums or targets are stated?,not_discussed,,not_applicable,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,class_overage_remedy_004,class size,Does the document provide remedies when class-size limits are exceeded?,not_discussed,,not_applicable,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,evaluation_procedure_001,evaluation,Does the document describe teacher evaluation procedures?,APPRAISAL SYSTEM AND PROFESSIONAL DEVELOPMENT (TEACHERS: Appraisal of Teacher Performance); outlines procedure components but refers to a separate publication for specific details.,"Cypress-Fairbanks ISD has adopted a locally developed system for teacher appraisal as outlined in Texas Education Code (TEC), §21.352. As outlined, this appraisal process, Cypress-Fairbanks Professional Development and Appraisal System (CFPDAS), does include: (a) at least one appraisal each year; (b) a conference between the teacher and the appraiser that is diagnostic and prescriptive... (c) criteria based on observable, job-related behavior...",167,high,
cypress_fairbanks_independent_school_district__cyfair_employee_handbook_16_17__f9a74d14,CyFair_Employee_Handbook_16-17.pdf,evaluation_system_002,evaluation,"What evaluation system, framework, or model is named?",Cypress-Fairbanks Professional Development and Appraisal System (CFPDAS),Cypress-Fairbanks Professional Development and Appraisal System (CFPDAS),167,high,
