document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_salary_schedule_002,compensation,What year or years does the salary schedule cover?,"FY2015-FY2017 (effective dates: July 1, 2014; November 29, 2014; October 3, 2015; September 3, 2016; March 3, 2017)","Effective November 29, 2014, the salary schedule shall be increased by 1.5%... Effective October 3, 2015, the salary schedule shall be increased by 2.0%... Effective September 3, 2016... Effective March 3, 2017...",75-79,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_step_increment_003,compensation,Does the document explain annual step advancement or salary increments?,yes,"The granting of step increases will be governed by the following provisions: a. The anniversary date for step increase purposes for all unit members shall be July 1. ... for Fiscal Years 2015, 2016, and 2017, all employees hired on or before January 31st of the prior fiscal year who are eligible for a step increase and have an additional step available ... will move up one step",80,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_prior_experience_005,compensation,Does the document state how prior teaching experience is credited for salary placement?,not_discussed,,not_applicable,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_performance_pay_006,compensation,"Does the document include performance pay, merit pay, or evaluation-based compensation?",not_discussed,,not_applicable,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_performance_pay_007,compensation,How are teachers evaluated for purposes of performance-based pay eligibility?,not_discussed,,not_applicable,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_cost_of_living_007,compensation,Does the document specify across-the-board raises or COLA percentages?,"1.5% effective Nov 29, 2014; 2.0% effective Oct 3, 2015; 2.0% effective Sep 3, 2016. Covers 10-Month Salary Schedule and off-scale units.","Effective November 29, 2014, the salary schedule shall be increased by 1.5%... Effective October 3, 2015, the salary schedule shall be increased by 2.0%... Effective September 3, 2016, the salary schedule shall be increased by 2.0%... Unit members who are ‘off-scale’ (Codes 50, 51, 52, 55, 60, 65) shall have their salaries increased by the same percentages (1.5%, 2%, 2%) on the same dates (11/29/14, 10/3/15, 9/3/16) as the salary schedules above.",76-79,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_extra_duty_schedule_008,compensation,Does the document include an extra-duty or supplemental pay schedule?,yes,"ARTICLE 19 SALARIES & SUPPLEMENTS... B. Supplements... 1. Resource Teachers... 2. Resource Counselors... 3. Athletic Directors... 4. Consulting Teachers... 5. Middle School Content Specialists... 6. Middle School Team Leaders... 7. Lead Teachers... 8. Elementary, ESOL, and MCITP Team Leaders... 9. Elected Faculty Representatives... C. Stipends... 1. NBCT Coaches... 2. Supervising Student Teachers... 3. Mentor Teachers... 4. Edline Super Users... 5. Gradebook Advisors... 6. PAR Panel... 7. Career Lattice Joint Panel... 8. Councils on Teaching and Learning... ARTICLE 20 EXTRACURRICULAR STIPENDS... 1. It is the intention of the Montgomery County Public Schools to provide instruction and supervision by fully qualified sponsors in a variety of extracurricular activities for students... The supplementary pay schedule identifies certain stipend-compensated activities.",81-84,high,Updated evidence to verbatim quotes from the document to ensure explicit support for the 'yes' answer regarding the extra-duty/supplemental pay schedule.
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_hardtostaff_sped_009,compensation,"Does the document provide additional pay, stipends, or salary differentials for special education teachers?",not_discussed,,not_discussed,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_hardtostaff_stem_010,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in STEM subjects?",not_discussed,,not_discussed,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_hardtostaff_other_011,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in high-need subjects or schools other than special education or STEM?",yes,"Lead Teachers who teach in designated high needs schools will have the opportunity to develop, in conjunction with the principal and the leadership team, school improvement projects which they will lead. Such Lead Teachers will be eligible to receive a salary supplement of $2,000 and $1,000 - $3,000 in supplemental school improvement funds, as determined by the Career Lattice Project Review Panel.",80,high,[cross-question]
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_hardtostaff_schools_012,compensation,"Does the document provide incentives specifically for teaching in hard-to-staff, high-need, Title I, or priority schools, regardless of subject?",yes,"Lead Teachers who teach in designated high needs schools will have the opportunity to develop, in conjunction with the principal and the leadership team, school improvement projects which they will lead. Such Lead Teachers will be eligible to receive a salary supplement of $2,000 and $1,000 - $3,000 in supplemental school improvement funds, as determined by the Career Lattice Project Review Panel.",81,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_experience_credit_indistrict_013,compensation,Does the document specify how prior in-district teaching experience is credited for initial salary placement?,not_discussed,,not_applicable,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_experience_credit_outofdistrict_014,compensation,Does the document specify how out-of-district but in-state teaching experience is credited for salary placement?,not_discussed,,not_applicable,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_experience_credit_outofstate_015,compensation,Does the document specify how out-of-state teaching experience is credited for salary placement?,not_discussed,,not_applicable,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_experience_credit_military_public_016,compensation,Does the document credit military service or other public service for salary placement?,yes,Any employee qualifying for reinstatement under this provision shall be entitled to start at the salary and rate of earnings for leave that he/she would have received if he/she had remained continuously in the Board of Education's service.,133,high,[recall-recovery]
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,pay_national_board_017,compensation,Does the document provide extra pay for National Board certification or similar advanced certification?,"$2,000 annually","any teacher who has received National Board for Professional Teaching Standards (NBPTS) certification will have his/her regular scheduled salary increased by $2,000 annually.",82,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_health_001,benefits,Does the document state that health or medical insurance is available to teachers?,yes. POS and HMO plans available to all employees during open enrollment.,"The current health insurance plans contained in the “Employee Benefit Summary” and “Evidence of Coverage” documents as amended by agreement of the parties, shall be incorporated as part of this Agreement. The revised booklets shall be made available electronically to all employees during the open enrollment period. The Benefit Plan shall include the following options: 1. Two Point-of-Service (POS) plans... 2. HMOs – Health Maintenance Organizations Three Health Maintenance Organization plans, including both network and staff model HMOs",95-96,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_health_contribution_002,benefits,What employer contribution toward health insurance is stated?,"District contribution percentages: HMO (95/5 for 7-1-2014, 92/8 for 1/1/2015, 88/12 for 1/1/2016); POS (90/10, 87/13, 83/17); Closed POS base 85%. Adds 1% additional pickup for completing HRA and 1% for Biometric Screenings.","HMO plans                      95/5              92/8               88/12
POS plans                     90/10             87/13               83/17
The Board agrees to pay the dominant share of premiums in accord with the schedule and provisions below.
Health Risk Assessments (HRAs) – Effective 1/1/16, MCPS will pick up an additional 1% of the premium for employees who complete an online Health Risk Assessment by the established deadline.
Biometric Screenings (BMSs) - Effective 1/1/16, MCPS will pick up an additional 1% of the premium for employees who complete and submit the results of standard lab tests",96,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_health_employee_premium_003,benefits,What employee health insurance premium or contribution is stated?,"Employee share percentages: HMO (5/8/12); POS (10/13/17). Closed POS base 15%, increasing by 3% effective 1/1/15 and additional 4% effective 1/1/16. 3% smoker surcharge if employee or spouse smokes.","HMO plans                      95/5              92/8               88/12
POS plans                     90/10             87/13               83/17
The premium cost sharing formulas for the closed POS plan shall be changed by the same amounts as applied to other plans, with the employee share increasing by 3% effective 1/1/15 and an additional 4% effective 1/1/16.
Plan participants who are smokers shall pay a premium surcharge of an additional 3%.",96-97,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_dependent_health_004,benefits,"Does the document mention dependent, spouse, family, or domestic partner health coverage?",yes,"No employee or dependent may be covered under two different MCPS plans for the same type of benefit (health, dental, vision, prescription). In the event of termination of coverage of one of the employees, or if dissolution of the marriage occurs, any employee who was covered as a dependent under his/her spouse's plan will be permitted to continue in that plan as the covered employee. Coverage will no longer be provided for domestic partners as of 1/1/15.",101,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_health_plan_type_005,benefits,What health plan types are described?,"Point-of-Service (POS) plans (including two differential plans and a closed POS plan for pre-1994 hires), and HMOs (Health Maintenance Organizations, including network and staff model HMOs).","1. Two Point-of-Service (POS) plans with differentials between in-network and out-of-network plan designs... 2. HMOs – Health Maintenance Organizations Three Health Maintenance Organization plans, including both network and staff model HMOs",96,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_dental_006,benefits,Does the document state that dental insurance is available?,yes,MCPS will contract with both a Dental Preferred Provider Organization (DPPO) and a Dental Maintenance Organization Provider (DMO) to provide dental benefits to MCPS employees. The premium cost sharing formula shall be in accord with the schedule and provisions above.,98,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_vision_007,benefits,Does the document state that vision or optical insurance is available?,yes,"The existing dental, vision, drug, and life insurance plans shall continue to be provided... 2. Vision Plan The vision plan benefits will be as follows (“NVA Wholesale1” option):",97,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_life_008,benefits,Does the document provide district-paid or voluntary life insurance?,yes,"The Board agrees to pay the dominant share of premiums in accord with the schedule and provisions below. Dental, Vision, Rx & Life 90/10 87/13 83/17",96,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_disability_009,benefits,Does the document mention short-term or long-term disability coverage?,not_discussed,,not_applicable,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_retirement_contribution_010,benefits,What employer retirement or pension contribution is stated?,not_discussed,,not_applicable,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_leave_continuation_011,benefits,Does the document state whether insurance benefits continue during paid or unpaid leave?,yes,The employee's benefits will be maintained during the term of covered leave under the conditions coverage would have been provided if the employee had continued working.,118,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,benefits_retiree_012,benefits,"Does the document provide retiree health, dental, life, or other post-employment benefits?",not_discussed,,not_applicable,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_sick_days_001,leave,How many paid sick leave days are granted per year?,12,Each full-time unit member shall accrue sick leave at the rate of one day per month of assigned responsibility.,121,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_sick_accrual_002,leave,"Does sick leave accumulate or carry over, and what cap is stated?",Accumulates; unlimited basis (no cap),Unused sick leave is accumulated on an unlimited basis.,121,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_sick_family_003,leave,May teachers use sick leave for family illness or family care?,yes,Leave may be granted for illness in the immediate family and shall be charged against accumulated sick leave.,121,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_personal_days_004,leave,How many paid personal leave days are granted per year?,3,All unit members may be granted up to three days per year for personal leave.,137,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_personal_restrictions_005,leave,What restrictions apply to personal leave use?,Requires a written request at least one day prior; must be for personal business not schedulable on a nonduty day; subject to supervisor approval based on program continuity; advance notice and a confirmed substitute encouraged; no specific reason required.,"A written request for the intended absence shall be submitted to the principal or appropriate official at least one day prior to the expected absence. No specific reason for such personal leave shall be required or solicited. Personal leave, if granted, must be used only to conduct personal business of a nature that cannot be scheduled on any nonduty day. Personal leave will be granted unless the immediate supervisor determines that adequate provisions for continuing the school program are insufficient. Favorable consideration will be given for advance notice and a confirmed substitute",137,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_personal_conversion_006,leave,"Does unused personal leave convert to sick leave, cash, or another benefit?",yes,Unused personal leave shall be added annually to the unused sick leave account.,121,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_bereavement_days_007,leave,How many bereavement leave days are available?,5 days for immediate family/household; 2 days for other relatives,"A unit member shall be allowed a maximum of five days of absence without loss of salary upon the death of a child, parent (natural, foster, step, or in-law), brother, sister, husband, wife, or of anyone who has lived regularly in his/her household. A unit member shall be allowed a maximum of two duty days of absence without loss of salary upon the death of a brother-in-law, sister-in-law, son-in-law, daughter-in-law, grandparent, grandchild",135,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_bereavement_relatives_008,leave,Which relatives or household members are covered by bereavement leave?,"Immediate family/household (child, parent [natural, foster, step, in-law], brother, sister, husband, wife, resident) receive 5 days; extended family (brother/sister/son/daughter-in-law, grandparent/grandchild, spouse's grandparent, POA holder) receive 2 days.","upon the death of a child, parent (natural, foster, step, or in-law), brother, sister, husband, wife, or of anyone who has lived regularly in his/her household... brother-in-law, sister-in-law, son-in-law, daughter-in-law, grandparent, grandchild, spouse's grandparent, or an individual for whom the unit member held durable medical or personal representative power of attorney",135,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_parental_paid_009,leave,"Does the document provide paid parental, bonding, maternity, paternity, or adoption leave beyond accrued sick leave?",no,granted an unpaid leave of absence up to one full school year... Unit members who are eligible for annual leave will be allowed to use any available leave... A unit member who has available sick leave may use up to 10 weeks for the birth or adoption of his/her child.,131,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_pregnancy_disability_010,leave,"Does the document address pregnancy, childbirth, or temporary disability leave?",yes,"Sick leave is a designated amount of compensated leave that is to be granted to a unit member who through personal illness, injury, quarantine, pregnancy, miscarriage, or childbirth and recovery is unable to perform the duties of his/her position.",121,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_adoption_childcare_011,leave,"Does the document provide adoption, child care, or bonding leave?",yes,"Child Care/Adoption and Long-Term Family Leave... granted an unpaid leave of absence up to one full school year, with two additional renewals for one school year each... A unit member who has available sick leave may use up to 10 weeks for the birth or adoption of his/her child.",130,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_fmla_012,leave,Does the document discuss Family and Medical Leave Act rights or equivalent family medical leave?,yes,"This Article shall conform to the requirements of the Family and Medical Leave Act of 1993 (FMLA). Subject to the definitions and criteria of FMLA, employees are provided up to 12 weeks in any 12-month period for the birth or placement for adoption or foster care of a child, the serious illness of an immediate family member, as defined in this Article, or the employee's own serious health condition.",118,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,leave_absence_reporting_013,leave,Does the document specify absence reporting or substitute-request procedures for teachers?,yes,"Teachers must inform the appropriate school official at least two hours in advance of the student day that they will be absent. Teachers may prearrange their own substitute coverage but are not required to do so. All substitute coverage, prearranged or requested, must be registered formally with the centralized substitute calling system.",Page 68,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,workload_work_year_days_001,workload,How many teacher work days or duty days are required in the regular work year?,185 instructional days; 195 duty days for 10-month unit members (regular teachers); 2 professional days (16 hours) not scheduled in the calendar.,The number of student instructional days shall not exceed 185 days. / The work year for all 10-month unit members shall not exceed 195 duty days. / The work year for unit members identified in this Section includes two days (16 hours) not scheduled in the school calendar,62-63,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,workload_workday_length_002,workload,What is the required length of the teacher workday?,"8 hours for 12-month, central office, and field office personnel; 7 hours for 10-month school-based personnel (plus lunch period)",All 10-month school-based professional personnel will be assigned appropriate starting and dismissal times so that the normal workday at their school will be seven hours in addition to their duty-free lunch period. All 12-month personnel in this unit and all 10-month professional personnel in the central office or field offices will be assigned appropriate starting and dismissal times so that their normal workday will be eight hours in addition to their lunch period.,55-56,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,workload_prep_guarantee_003,workload,Does the document guarantee teacher planning or preparation time?,yes,Teachers’ schedules will include at least seven hours per normal week for such instructionally related work. / a school schedule will provide for a minimum of 50 percent of the total non-instructional time during the student day to be individually managed.,59-61,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,workload_prep_minutes_004,workload,How much planning or preparation time is guaranteed?,Elementary: 3 hours 45 minutes individually managed + 7 hours weekly instructionally related. Secondary: minimum 50% of non-instructional time during student day individually managed. RTs/ADs/Teacher Leaders: equivalent of 5 standard periods per week. Special Educators: 3 hours weekly additional.,"minimum of 3 hours and 45 minutes of time that is for individually managed planning and work during regular workweeks. / a school schedule will provide for a minimum of 50 percent of the total non-instructional time during the student day to be individually managed. / equivalent of five standard periods per week for their position responsibilities. / three hours per week within the work day, in addition to the standard individually managed time","59, 61-62, 68",high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,workload_prep_protected_005,workload,"Does the document restrict use of planning time for meetings, coverage, or other duties?",yes,"Planning requires a block of at least 20 minutes of uninterrupted time. / Effort will be made to schedule EMT, IEP, and building level CAP meetings... and not at times that result in loss of guaranteed minimum planning time.","59, 62",high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,workload_lunch_duty_free_006,workload,Does the document guarantee a duty-free lunch?,yes,All 10-month school-based professional personnel will be assigned appropriate starting and dismissal times so that the normal workday at their school will be seven hours in addition to their duty-free lunch period.,56,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,workload_lunch_minutes_007,workload,How many minutes is the lunch period?,30,Unit members' lunch period shall be no less than 30 minutes in length.,56,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,workload_meetings_limits_008,workload,"Does the document limit required faculty, staff, department, or PLC meetings?",yes,"School-based unit members may be required to remain after the end of the unit members' day without compensation for no more than three hours per month to attend faculty or other meetings, which will commence 15 minutes after the students' day. No single meeting will last more than one and one-half hours.",57,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,workload_nonteaching_duties_009,workload,"Does the document describe non-teaching duties such as supervision, lunch duty, bus duty, hall duty, or clerical duties?",yes,"Unit members may be required to do certain student supervision duties during their workday. These may include bus duty and hall duty during passing time. Unit members will not be required to perform breakfast, lunch, or lunchtime recess duties.",67,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,class_size_limits_001,class size,"Does the document include class-size limits, caps, goals, or review procedures?",yes,"The Board will make a conscientious effort to guarantee that no self-contained elementary class will exceed the number of students per classroom proposed in the current budget... In secondary schools, the Board will make a conscientious effort to reduce the number of classes that are above the desired maximum class size guidelines in the academic subjects as proposed in the current budget... ratios ranging from one classroom teacher for each 28 pupils to one for each 25 pupils as the arrangement which will be approximated... In the event of a dispute over this Article, the parties will meet in a good faith effort to resolve it... The parties will work together through existing joint problem-solving committees to make recommendations on staffing levels",69-70,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,class_elementary_max_002,class size,What elementary class-size maximums or targets are stated?,25 to 28 pupils per teacher,school administrators should regard ratios ranging from one classroom teacher for each 28 pupils to one for each 25 pupils as the arrangement which will be approximated following assignment of all professional personnel in the local school system.,70,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,class_secondary_max_003,class size,What middle or high school class-size maximums or targets are stated?,Not specified numerically; refers to desired maximum class size guidelines proposed in the current budget,"In secondary schools, the Board will make a conscientious effort to reduce the number of classes that are above the desired maximum class size guidelines in the academic subjects as proposed in the current budget.",69,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,class_overage_remedy_004,class size,Does the document provide remedies when class-size limits are exceeded?,yes,"If any class exceeds these numbers, every effort will be made to provide a paraeducator for that teacher.",69,high,
montgomery_county_public_schools__mcea_contract_fy15_fy17_3_15_14__d1f7af4d,MCEA-Contract-FY15-FY17-3-15-14.pdf,evaluation_procedure_001,evaluation,Does the document describe teacher evaluation procedures?,yes,"Through the Professional Growth System (PGS), MCPS and MCEA aspire to achieve the highest performance possible of every student and educator... The essential elements of the system are as follows: ... (3) A professional growth cycle that integrates the formal evaluation year into a multi-year process of professional growth;",43,high,
