document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,pay_national_board_017,compensation,Does the document provide extra pay for National Board certification or similar advanced certification?,"$2,500 annual stipend ($500 additional for renewal)","Effective February 2, 2008, teachers who are National Board Certified in one or more areas will receive a $2,500 annual stipend at the end of each school year they remain certified, provided the teacher worked a minimum of one hundred (100) duty days in that school year. Teachers who renew their certification at the ten (10) year expiration date will receive an additional $500.",16,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_health_001,benefits,Does the document state that health or medical insurance is available to teachers?,yes,"Insurance benefits provided eligible teachers include hospital, surgical, medical, major medical, and life insurance coverage.",16,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_health_contribution_002,benefits,What employer contribution toward health insurance is stated?,"$765 per month (single); $994 per month (family/single-plus-one) prior to 2011; $785 per month (single); $1,060 per month (family/single-plus-one) effective Jan 1, 2011","Eligible full-time teachers shall receive $765 per month which they may spend in a District qualified cafeteria benefits plan. Any dollars remaining from this amount after enrollment in core and optional benefits will be returned to the employee as salary. Eligible full-time teachers with family or single-plus-one coverage shall receive $994. 3.2.2.1 Effective January 1, 2011, each eligible full-time teacher with single coverage shall receive $785 per month... Each eligible full-time teacher with family or single-plus-one coverage shall receive $1,060 per month.",17,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_health_employee_premium_003,benefits,What employee health insurance premium or contribution is stated?,Employee pays any cost exceeding the monthly credits through payroll deduction.,"If the cost of benefits selected by the employee exceeds the amount of credits an employee receives from 3.2.1 and 3.2.2 above, that cost shall be paid by the employee through payroll deduction.",17,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_dependent_health_004,benefits,"Does the document mention dependent, spouse, family, or domestic partner health coverage?",yes,A teacher whose spouse is also employed by the District may have single coverage premium contribution for health/hospitalization or may have family coverage premium contribution if his/her spouse waives coverage under any other labor contract in this District... Current Minnesota legislation does not allow the District to offer insurance coverage for domestic partners.,16,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_health_plan_type_005,benefits,What health plan types are described?,"HMO, Cafeteria Benefits Plan, Medicare Supplement","Subd. 2. Health Maintenance Organization. Employees and/or retirees selecting a plan offered by a Health Maintenance Organization (HMO) agree to accept any changes in benefits which the specific HMO implements. (p.17) Subd. 3. Cafeteria Benefits Plan. Effective January 1, 1999, employee benefits will be offered to eligible employees through a Cafeteria Plan qualified under IRS Codes §105, §125, and §129. (p.16) Subd. 4. Employer Contribution Levels for Employees After Age 65. 4.1 Employees... are eligible for premium contributions for a Medicare Supplement health coverage policy selected by the District. (p.19)","17, 16, 19",high,"Updated evidence to include verbatim quotes for all three plan types (HMO, Cafeteria, Medicare Supplement) to fully support the coded answer."
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_dental_006,benefits,Does the document state that dental insurance is available?,yes,A teacher who is insured as a dependent through the medical and/or dental insurance coverage provided by Saint Paul Public Schools may elect to waive the employee medical and/or dental insurance coverage in the core set of benefits.,17,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_vision_007,benefits,Does the document state that vision or optical insurance is available?,not_discussed,,not_applicable,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_life_008,benefits,Does the document provide district-paid or voluntary life insurance?,yes,"Insurance benefits provided eligible teachers include hospital, surgical, medical, major medical, and life insurance coverage.",16,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_disability_009,benefits,Does the document mention short-term or long-term disability coverage?,not_discussed,,not_applicable,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_retirement_contribution_010,benefits,What employer retirement or pension contribution is stated?,"up to $600 per year ($60/paycheck) or up to $1,000 per year for employees hired after July 1, 1996","Effective January 1, 2005, the District match will increase to $60 per paycheck up to a maximum of $600 per year. Effective July 1, 2010, employees hired after July 1, 1996 are eligible to participate in an employer matched Minnesota Deferred Compensation Plan or District-approved 403(b) plan. The District will match up to $1,000 per year for eligible employees.",19,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_leave_continuation_011,benefits,Does the document state whether insurance benefits continue during paid or unpaid leave?,yes,"Eligible teachers on non-compensatory leave may elect to continue all or part of medical, dental or life insurance coverages for a period up to one (1) year provided, however, that the Board shall not contribute to the cost of such coverage until the teacher returns to active service in the District.",18,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,benefits_retiree_012,benefits,"Does the document provide retiree health, dental, life, or other post-employment benefits?",yes,"The District will, for the period of this Agreement, provide employees who meet the eligibility requirements for health insurance in Subd. 1 above... provide such health insurance premium contributions... The District will provide for early retirees who qualify under the conditions of Subd. 1 above, premium contributions for eligible retirees for $5,000 of life insurance only until their 65th birthday.",18-19,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_sick_days_001,leave,How many paid sick leave days are granted per year?,96 hours (basic school year); 104 hours (44+ weeks); 112 hours (48+ weeks); 120 hours (52 weeks),"1.1 Teachers contracted for the basic school year shall be eligible for ninety-six (96) hours of sick leave for their contract year.

1.2 Teachers contracted for at least forty-four (44) weeks shall be eligible one hundred four (104) hours of sick leave for their contract year.

1.3 Teachers contracted for at least forty-eight (48) weeks shall be eligible for one hundred twelve (112) hours of sick leave for their contract year.

1.4 Teachers contracted for fifty-two (52) weeks shall be eligible for one hundred twenty (120) hours of sick leave for their contract year.",23,high,Updated evidence to include Subd. 1.2 and 1.3 to fully support all contract year tiers listed in the answer.
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_sick_accrual_002,leave,"Does sick leave accumulate or carry over, and what cap is stated?","Yes, unused sick leave accumulates. No maximum cap is stated.",Subd. 2. Teachers shall accumulate the unused portion of sick leave. Sick leave from such accumulation shall be granted at full pay.,23,high,None.
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_sick_family_003,leave,May teachers use sick leave for family illness or family care?,yes,"Subd. 5. Up to fifteen (15) days of accumulated sick leave may be used in a contract year to allow the teacher to provide necessary care for the serious or critical illness of a spouse, parent, or member of the teacher’s household.",23,high,None.
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_personal_days_004,leave,How many paid personal leave days are granted per year?,32 hours annually (deducted from sick leave),Teachers shall be eligible to use up to thirty-two (32) hours of sick leave as personal leave annually.,25,high,None.
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_personal_restrictions_005,leave,What restrictions apply to personal leave use?,Requires principal/administration approval; 10 days advance written request for non-emergencies; verification may be required 10 days in advance; principal may deny if detrimental to educational goals; allowed in hour-long increments at start/end of day with pre-arranged coverage.,"Subd. 2. Personal leave shall be granted to a teacher upon receipt of request to the principal or program administrator. Leave verification should be provided ten (10) days in advance of the leave date or as soon thereafter as possible.

Subd. 3. The use of personal leave for non-emergency use must be requested in writing to the principal or program administrator with ten (10) days advance notice of intention to use such leave on a specific date.

Subd. 4. The principal/program administrator will determine approval of personal leave and may choose not to grant approval if the absence of the teacher would be detrimental to the educational goals for the school/program.

Subd. 5. Teachers will be allowed time off in hour-long increments at the beginning or end of the workday provided it has been pre-approved by the principal/program administrator and coverage has been arranged by the teacher.",25,high,"Updated evidence to include Subd. 2 and Subd. 5, which explicitly cover the 10-day verification requirement and the hour-long increment allowance, fully supporting the detailed answer."
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_personal_conversion_006,leave,"Does unused personal leave convert to sick leave, cash, or another benefit?",no,These thirty-two (32) hours of personal leave may not be carried over to subsequent years.,25,high,None.
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_bereavement_days_007,leave,How many bereavement leave days are available?,5 days paid for spouse/child/step-child/parent/step-parent/regular household members; 3 days paid for other immediate family; 1 day paid for other close relatives; 2 additional days travel extension (subtracted from sick leave). Unused leave does not accumulate.,"A leave of absence with pay, not to exceed five (5) days, shall be granted because of the death of a teacher’s spouse, child or step-child, parent or step-parent, and regular members of the immediate household. Up to three (3) days shall be granted because of death of other members of the teacher’s immediate family... Leave of absence for one (1) day shall be granted because of death of other close relatives... two (2) additional days of leave may be used. Travel extension days shall be subtracted from available sick leave... Unused leave for such purposes shall not be accumulated.",24,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_bereavement_relatives_008,leave,Which relatives or household members are covered by bereavement leave?,"Spouse, child, step-child, parent, step-parent, regular household members, sister, step-sister, brother, step-brother, grandparent, grandchild, parent-in-law, son-in-law, daughter-in-law (immediate family); uncle, aunt, nephew, niece, brother-in-law, sister-in-law (close relatives). Travel extension applies if funeral requires travel beyond 200-mile radius of Saint Paul.","spouse, child or step-child, parent or step-parent, and regular members of the immediate household... sister, step-sister, brother or step-brother, grandparent, grandchild, parent-in-law, son-in-law or daughter-in-law... uncle, aunt, nephew, niece, brother-in-law and sister-in-law... If a teacher is required to travel beyond a two hundred (200) mile radius of Saint Paul for purposes related to eligible bereavement leave, two (2) additional days of leave may be used.",24,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_parental_paid_009,leave,"Does the document provide paid parental, bonding, maternity, paternity, or adoption leave beyond accrued sick leave?",no,Up to thirty (30) days of accumulated sick leave may be used in a contract year to attend to adoption procedures or care for a newly-adopted child or for a father with a newborn child.,23,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_pregnancy_disability_010,leave,"Does the document address pregnancy, childbirth, or temporary disability leave?",yes,"Sick leave shall be granted for absence due to personal illness or temporary disability that prevents a teacher’s attendance at school and the performance of duties on such days, subject to the provisions of this section.",22,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_adoption_childcare_011,leave,"Does the document provide adoption, child care, or bonding leave?",yes,Up to thirty (30) days of accumulated sick leave may be used in a contract year to attend to adoption procedures or care for a newly-adopted child or for a father with a newborn child.,23,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_fmla_012,leave,Does the document discuss Family and Medical Leave Act rights or equivalent family medical leave?,yes,"Effective February 1, 1994, leaves of absence shall be granted as required under the federal law known as the Family and Medical Leave Act (FMLA) so long as it remains in force. The Human Resource Department provides procedures that coordinate contractual provisions with FMLA.",27,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,leave_absence_reporting_013,leave,Does the document specify absence reporting or substitute-request procedures for teachers?,yes,It is the responsibility of the regular teacher to call the Substitute Employee Management System (SEMS) when it is necessary to extend an absence,61,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,workload_work_year_days_001,workload,How many teacher work days or duty days are required in the regular work year?,187,"For 2009-10 and 2010-11, the basic contract year shall consist of one hundred eighty-seven (187) teacher duty days.",31,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,workload_workday_length_002,workload,What is the required length of the teacher workday?,discussed,"For all teachers, the school day on which salaries shall be based is the period of time that the school is regularly in session for students plus reasonable time as is necessary to plan the day’s work, confer with pupils and parents, and perform such other duties that are appropriate for teachers.",31,high,"Revised answer from discussed_unclear to discussed. The evidence explicitly defines the teacher workday length conceptually, directly answering the question. Corrected page reference from 32 to 31 based on the provided text. [cross-question]"
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,workload_prep_guarantee_003,workload,Does the document guarantee teacher planning or preparation time?,yes,"The District will provide preparation/planning time for elementary classroom teachers on the basis of fifty (50) minutes per school day, or the equivalent.",32,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,workload_prep_minutes_004,workload,How much planning or preparation time is guaranteed?,50 minutes/day for elementary; 5 additional minutes per 25 minutes of instruction for secondary,"The District will provide preparation/planning time for elementary classroom teachers on the basis of fifty (50) minutes per school day, or the equivalent. ... for every twenty-five (25) minutes of classroom instructional time assigned to a secondary classroom teacher on a regular daily basis, five (5) additional minutes of preparation time shall normally be provided in one or two uninterrupted blocks during the student day.",32,high,"Adjusted answer to strictly reflect quoted evidence, removing '(30 min break + 20 min scheduled)' which was not cited."
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,workload_prep_protected_005,workload,"Does the document restrict use of planning time for meetings, coverage, or other duties?",not_discussed,,not_applicable,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,workload_lunch_duty_free_006,workload,Does the document guarantee a duty-free lunch?,yes,"It shall include a daily duty-free lunch period. However, a teacher may accept an extra pay assignment in lieu of the duty-free lunch period.",32,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,workload_lunch_minutes_007,workload,How many minutes is the lunch period?,not_discussed,,not_applicable,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,workload_meetings_limits_008,workload,"Does the document limit required faculty, staff, department, or PLC meetings?",yes,The District is committed to provide consistency across the District by establishing a norm of four (4) principal-directed before/after school meetings per month.,80,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,workload_nonteaching_duties_009,workload,"Does the document describe non-teaching duties such as supervision, lunch duty, bus duty, hall duty, or clerical duties?",yes,All special education licensed service providers shall be excluded from student supervision assignments within the duty day except in an emergency basis or when a teacher accepts an extra-curricular lunch assignment and is paid the stipend per Appendix D.,33,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,class_size_limits_001,class size,"Does the document include class-size limits, caps, goals, or review procedures?",yes,"the parties will ask that the Professional Issues Committee (PIC) review and discuss, in consultation with the Superintendent, concerns that continue to require attention at any time during a school year.",64,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,class_elementary_max_002,class size,What elementary class-size maximums or targets are stated?,not_discussed,,not_applicable,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,class_secondary_max_003,class size,What middle or high school class-size maximums or targets are stated?,not_discussed,,not_applicable,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,class_overage_remedy_004,class size,Does the document provide remedies when class-size limits are exceeded?,not_discussed,,not_applicable,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,evaluation_procedure_001,evaluation,Does the document describe teacher evaluation procedures?,"yes; Memorandum of Agreement: Teaching and Learning for Career Educators, Section 1 (full procedure)",Licensed administrators will use the Standards of Effective Teaching to periodically observe and assess tenured staff. Probationary teachers will have at least three (3) formal classroom observations and evaluations for first year teachers and at least two (2) formal classroom observations and evaluations each year for second and third year probationary teachers.,70,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,evaluation_system_002,evaluation,"What evaluation system, framework, or model is named?",Standards of Effective Teaching / Charlotte Danielson's Enhancing Professional Practice: A Framework for Teaching,The Standards of Effective Teaching were developed to provide a framework for meaningful discussion and assessment of teaching practice. They are primarily derived from Charlotte Danielson’s Enhancing Professional Practice: A Framework for Teaching,70,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,evaluation_observation_count_003,evaluation,How many formal observations are required?,3 for first-year probationary teachers; 2 for second and third-year probationary teachers; periodic for tenured staff,Probationary teachers will have at least three (3) formal classroom observations and evaluations for first year teachers and at least two (2) formal classroom observations and evaluations each year for second and third year probationary teachers.,70,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,evaluation_observation_duration_004,evaluation,Does the document specify observation duration or minimum length?,not_discussed,,not_applicable,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,evaluation_ratings_005,evaluation,What rating categories or performance levels are used?,Meet or Exceed Standards; Below Standards,A teacher’s overall performance must Meet or Exceed Standards as of June 1 or risk losing a step advancement or longevity stipend.,71,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,evaluation_student_growth_006,evaluation,"Does the evaluation use student growth, test scores, value-added, or student outcomes?",not_discussed,,not_applicable,high,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,evaluation_improvement_plan_007,evaluation,"Does the document describe improvement plans, remediation plans, or professional support plans for low-rated teachers?",yes,"If the teacher’s overall job performance is below standard, the principal and teacher will develop an informal written plan, entitled “Expectations for Job Performance.” This plan will specify what the teacher is expected to do by what dates. This plan will also identify resources (mentors, classes, feedback, modeling, Employee Assistance, etc.) to help the teacher improve job performance. If the teacher’s overall job performance continues to be below standard, an improvement plan will be developed.","70, 71",high,
