document_id,file_name,district_name,chunk_index,quote,subject_text,acting_party,protected_party,modal,negation,voice,verb_lexical_category,statement_type,llm_judgment,statement_type_match,modal_strength,topic,notes
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,5,"The Office of the Chief Executive Officer shall, upon request and within seven calendar days or as soon as possible thereafter, furnish to the UNION information necessary to the intelligent and professional resolution of specific grievances and professional problems of bargaining unit employees, including laid off or retired employees whose grievances arose during their employment as a bargaining unit employee.",The Office of the Chief Executive Officer,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,discipline,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,5,Any such information shall be made available only with the consent of the bargaining unit employee involved,Any such information,other,worker,shall,False,passive,plain,obligation,prohibition,False,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,5,shall be kept in confidence unless otherwise agreed.,Any such information,other,worker,shall,False,passive,plain,obligation,prohibition,False,1.0,other,"Subject omitted in text, refers to 'Any such information'"
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,5,"Prior to each regular or special Board meeting, the BOARD shall post online the public agenda for the meeting and copies of the proposed Board reports listed on the public agenda.",the BOARD,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,5,The BOARD shall electronically transmit a copy of the public agenda and the copies of the proposed Board actions to the UNION President simultaneously with the online posting.,The BOARD,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,5,"Insofar as possible, if any Board report directly affects this Agreement, the Chief Executive Officer or his or her designee shall contact the UNION President to discuss the report as soon as the report is finalized and prior to the meeting during which the report will be considered.",the Chief Executive Officer or his or her designee,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,6,"After each meeting, the BOARD shall post online the Board Action Index for the meeting and all Board actions during such meeting.",the BOARD,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,6,"During the budget planning process, the BOARD agrees to meet with the UNION on a monthly basis through the parties’ Budget Committee to review revenue and expenditure assumptions, including capital expenditures, and other pertinent budgetary information.",the BOARD,management,worker,,False,active,plain,other,obligation,False,0.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,6,"After the budget is adopted, the BOARD agrees to meet with the UNION upon request to review the quarterly Interim Summary Financial Statements and the Comprehensive Annual Financial Report for each Fiscal Year.",the BOARD,management,worker,,False,active,plain,other,obligation,False,0.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,6,A copy of the CPS Weekly Newsletter and any employee bulletin relating to the Agreement shall be transmitted to the UNION President simultaneously with its transmission to employees.,A copy of the CPS Weekly Newsletter and any employee bulletin relating to the Agreement,management,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,6,The Office of the Chief Executive Officer agrees to supply the UNION with the following reports as long as such reports are prepared: (a) teacher payroll step and lane report and (b) monthly teacher substitute activity report.,The Office of the Chief Executive Officer,management,worker,,False,active,plain,other,obligation,False,0.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,6,The UNION shall furnish the Office of the Chief Executive Officer with five copies of the current UNION delegate’s handbook.,The UNION,worker,management,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,6,"The BOARD shall provide the UNION on at least a monthly basis, and on a weekly basis for the months of August, September, and October, a list of all current employees in the bargaining unit, which shall include each employee’s first and last name, job title, department, work location, home address, all telephone numbers (including cell phone number if available), personal and work email addresses, date of birth, seniority date, base hourly pay rate (if available), language preference (if available), identification number/payroll code/job number, salary, status as a member or non-member, UNION dues, and COPE payment.",The BOARD,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,6,"The parties agree to meet at reasonable times in good faith to ensure that they are operating under the same list of represented workers, members, and individuals who have authorized the deduction of dues, fees, assessments, and COPE.",The parties,other,management,,False,active,plain,other,obligation,False,0.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,6,"As a part of their meetings, the parties shall endeavor to identify any changes that need to be made to their systems or operations to ensure that systems and operations accurately track those individuals who are in the bargaining unit, and, among those individuals, those who have not authorized the deduction of uni",the parties,other,management,shall,False,active,plain,obligation,obligation,True,1.0,other,Text truncated at end of chunk
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,"As a part of their meetings, the parties shall endeavor to identify any changes that need to be made to their systems or operations to ensure that systems and operations accurately track those individuals who are in the bargaining unit, and, among those individuals, those who have not authorized the deduction of union dues, fees, assessments and COPE contributions.",the parties,other,management,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,"The BOARD shall provide the UNION with notice of CPS job fairs, new teacher orientation dates, and all gatherings of 25 or more new employees (excluding school-level meetings and events) including their time, date and location, as soon as practicable after their scheduling.",The BOARD,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,"At all such events, if the UNION attends, the UNION representatives will conduct themselves in a professional manner.",the UNION representatives,worker,management,will,False,active,plain,obligation,obligation,True,0.9,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,The BOARD shall allow the UNION to do informational tabling indoors in the lobby or vestibule at the Staffing Center locations.,The BOARD,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,The UNION shall request permission a minimum of a week in advance of its proposed date for informational tabling.,The UNION,worker,management,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,"The BOARD retains the exclusive right to designate the specific location of the information table, provided the location is readily accessible and visible to employees entering and leaving the buildings.",The BOARD,management,management,,False,active,plain,other,right,False,0.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,The BOARD shall deduct from the pay of each bargaining unit employee from whom it receives an authorization to do so the required amount of fees for the payment of UNION dues.,The BOARD,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,"Such fees, accompanied by a list of persons from whom they have been deducted and the amount deducted from each, and by a list of persons who had authorized deductions and from whom no deduction was made and the reason therefore, shall be forwarded to the UNION office no later than ten work days after such deductions were made.",Such fees,other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,Such lists shall be organized by school or the applicable unit.,Such lists,other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,Any bargaining unit employee may terminate the dues check off during August by submitting written notice to the BOARD and the UNION.,Any bargaining unit employee,worker,worker,may,False,active,plain,permission,permission,True,0.3,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,The BOARD shall deduct from the pay of each full-time bargaining unit employee who is a member of the United Credit Union from whom it receives an authorization to do so the bi-weekly amount authorized by the member for savings/shares in the United Credit Union.,The BOARD,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,7,Each eligible bargaining unit employee may have one authorization agreement and options to increase or decrease the member’s share/savings during the calendar year.,Each eligible bargaining unit employee,worker,worker,may,False,active,plain,permission,permission,True,0.3,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,Such amounts deducted from the member’s bi-weekly payroll shall be forwarded electronically via the Automatic Clearing House to the member’s account at the United Credit Union no later than ten work days after such deductions are made.,Such amounts deducted from the member’s bi-weekly payroll,other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,A list of persons from whom funds have been deducted in a sequence mutually acceptable to the BOARD and the United Credit Union shall be made available to the United Credit Union no later than ten work days after such deductions are made.,A list of persons from whom funds have been deducted in a sequence mutually acceptable to the BOARD and the United Credit Union,other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,The United Credit Union shall submit authorization cards for deduction upon forms approved by CPS.,The United Credit Union,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,The BOARD agrees to electronically wire transfer monies deducted from the salaries of each bargaining unit employee to the respective tax sheltered annuity carrier or mutual fund after such deductions are made.,The BOARD,management,worker,,False,active,obligation_verb,obligation,obligation,True,0.85,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,The BOARD agrees to deduct from the pay of each bargaining unit employee from whom it receives an authorization to do so the monthly amount authorized by the member to be paid to the Chicago Teachers Union Political Action Committee.,The BOARD,management,worker,,False,active,obligation_verb,obligation,obligation,True,0.85,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,The BOARD shall charge the UNION a service fee of $1.00 per member enrolled per year.,The BOARD,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,The Chief Executive Officer shall meet monthly at a mutually agreeable time with the UNION President and/or the UNION President’s designee to discuss matters of educational policy and development as well as matters relating to the implementation of this Agreement.,The Chief Executive Officer,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,"Each school shall establish a Professional Problems Committee to discuss school operations, contract administration issues and any new BOARD instructional program or joint BOARD-UNION initiative prior to or at the time of its implementation at the local school level.",Each school,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,The committee shall be composed of the principal and no fewer than three and not more than five members identified by the UNION delegate.,The committee,other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,The UNION delegate shall be the chairperson of the Professional Problems Committee.,The UNION delegate,worker,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,The UNION delegate shall notify the principal of the UNION representatives as soon as they are elected and report any changes in representatives as soon as possible.,The UNION delegate,worker,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,The committee shall meet at least monthly without loss of compensation,The committee,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,8,the parties shall jointly establish the agenda at least forty-eight hours prior to each meeting.,the parties,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,The UNION delegate shall notify the principal of the UNION representatives as soon as they are elected,The UNION delegate,worker,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,report any changes in representatives as soon as possible.,The UNION delegate,worker,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,Elliptical subject
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,The principal and the chairperson of the Professional Problems Committee shall exchange available and pertinent information concerning the operation of the school when such information is necessary for the understanding and resolution of professional problems under discussion by the principal and the Professional Problems Committee.,The principal and the chairperson of the Professional Problems Committee,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,The principal or the UNION delegate may invite consultants or resource persons to attend the meeting to discuss specific agenda items with advance notice to the committee members.,The principal or the UNION delegate,other,worker,may,False,active,plain,permission,permission,True,0.3,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,The committee shall decide whether and how to report the proceedings of the meeting to school staff.,The committee,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,"A City-Wide Professional Problems Committee shall be established with members representing clinicians, PSRPs assigned to the Office of Diverse Learner Supports and Services and other city-wide employees.",A City-Wide Professional Problems Committee,other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,The committee shall be composed of the Chief Officer of the Office of Diverse Learner Supports and Services or his or her designee and between eight and twelve city-wide employees designated by the UNION.,The committee,other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,The committee shall meet at least four times a year without loss of compensation,The committee,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,shall also meet with clinician managers if possible.,The committee,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,Elliptical subject
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,"A Substitute Teacher Professional Problems Committee shall be established with members representing temporarily assigned teachers, Cadre substitutes and day-to-day substitutes.",A Substitute Teacher Professional Problems Committee,other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,The committee shall be composed of the Chief Talent Officer or his or her designee and between eight and twelve substitute teachers designated by the UNION.,The committee,other,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,The committee shall meet at least four times a year,The committee,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,employees shall be paid their daily rate for attending such meetings.,employees,worker,worker,shall,False,passive,rights_passive,right,right,True,1.0,compensation,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,UNION delegates shall be provided the necessary information,UNION delegates,worker,worker,shall,False,passive,rights_passive,right,right,True,1.0,other,Trailing dependent clause omitted
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,Said staff list shall be restricted to bargaining unit employees assigned to that school or unit.,Said staff list,other,worker,shall,False,passive,prohibition_verb,prohibition,prohibition,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,9,"All UNION delegates shall be provided with one additional forty-minute or the length of a class period, whichever is longer, duty-free period per month during which time they shall conduct UNION business, including, but not limited to, the investigation of professional problems and grievances, development of Professional Problems Committee agendas, distribution of bona fide Un",All UNION delegates,worker,worker,shall,False,passive,rights_passive,right,right,True,1.0,workload,Text truncated at end of chunk
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,10,"UNION delegates shall be provided with one additional forty-minute or the length of a class period, whichever is longer, duty-free period per month during which time they shall conduct UNION business, including, but not limited to, the investigation of professional problems and grievances, development of Professional Problems Committee agendas, distribution of bona fide Union materials and maintenance of the UNION bulletin board.",UNION delegates,worker,worker,shall,False,passive,rights_passive,right,right,True,1.0,workload,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,10,UNION delegates shall be permitted to combine their monthly duty-free periods to be released to attend UNION-conducted training and professional development.,UNION delegates,worker,worker,shall,False,passive,permission_verb,permission,permission,True,1.0,professional_development,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,10,"In addition, city-wide delegates shall be provided with two forty-minute periods each school year, one per each city-wide in-service day, during which time they shall be allowed to conduct Union business.",city-wide delegates,worker,worker,shall,False,passive,rights_passive,right,right,True,1.0,workload,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,10,"Teacher representatives on the Local School Council shall be provided with one additional forty-minute or the length of a class period, whichever is longer, duty-free period per month during which time they shall conduct Local School Council business.",Teacher representatives on the Local School Council,worker,worker,shall,False,passive,rights_passive,right,right,True,1.0,workload,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,10,"the principal or acting administrator shall permit the UNION President or the UNION President’s designated representative to visit the schools for any purpose relating to the terms and conditions of this Agreement, provided that such visitation does not interfere with normal teaching duties of either the teachers interviewed or the UNION delegate.",the principal or acting administrator,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,10,"If conferences with bargaining unit employees are necessary, they shall be scheduled so as not to interfere with the instructional program.",they,management,management,shall,False,passive,plain,obligation,obligation,True,1.0,other,Subject 'they' refers to conferences; the scheduling obligation falls on management.
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,10,The UNION representative shall report to the school office immediately upon arrival and sign the official register.,The UNION representative,worker,management,shall,False,active,plain,obligation,obligation,True,1.0,other,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,10,"Whenever bargaining unit employees are mutually scheduled by the BOARD and the UNION to participate during working hours in conferences, meetings or negotiations with respect to the Agreement, they shall suffer no loss in pay.",they,worker,worker,shall,False,active,plain,obligation,right,False,1.0,compensation,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,10,"The BOARD shall grant fifty appointed teachers, clinicians, or PSRPs elected or appointed to full-time positions with the UNION, the Illinois Federation of Teachers, the American Federation of Teachers or the Chicago Federation of Labor–Industrial Union Council, or elected to municipal, county, state, or federal office, leaves of absence without pay in increments of twelve calendar months for the purpose of accepting these positions upon appropriate application by the UNION or in the case of elected office upon appropriate application by the employee.",The BOARD,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,leave,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,11,The BOARD shall extend those leaves in increments of twelve calendar months.,The BOARD,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,leave,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,11,"Bargaining unit employees who are on leaves for Union business or elected public office may continue their health care and dental benefit coverage, provided that they pay the full cost of such coverage.",Bargaining unit employees who are on leaves for Union business or elected public office,worker,worker,may,False,active,plain,permission,permission,True,0.3,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,11,Bargaining unit employees who are on leaves for Union business or elected public office shall be permitted to pay the contributions required or permitted by law to be made by the employee and the BOARD to the Public School Teachers’ Pension and Retirement Fund of Chicago or the Municipal Employees’ Annuity and Benefit Fund of Chicago to ensure that full credit for retirement purposes is granted for the time spent on such leaves of absence.,Bargaining unit employees who are on leaves for Union business or elected public office,worker,worker,shall,False,passive,permission_verb,permission,permission,True,1.0,benefits,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,11,Bargaining unit employees who are on leaves for Union business or elected public office shall continue to accrue seniority with the BOARD,Bargaining unit employees who are on leaves for Union business or elected public office,worker,worker,shall,False,active,plain,obligation,obligation,True,1.0,seniority,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,11,the leave of absence will not be considered a break in service.,the leave of absence,other,worker,will,True,passive,plain,prohibition,other,False,0.9,seniority,
chicago_public_schools__chicago_cps_cba_2019_24__49aa35c8,Chicago_CPS-CBA-2019-24.pdf,Chicago Public Schools,11,"An appointed teacher, clinician or PSRP who is elected as President, Vice President, Recording Secretary or Financial Secretary of the UNION, and who decides to return to BOARD employment following the conclusion of his or her first term in office shall be returned to his or her original position in his or her original school or unit.","An appointed teacher, clinician or PSRP who is elected as President, Vice President, Recording Secretary or Financial Secretary of the UNION, and who decides to return to BOARD employment following the conclusion of his or her first term in office",worker,worker,shall,False,passive,rights_passive,right,right,True,1.0,transfers,
