document_id,file_name,district_name,chunk_index,quote,subject_text,acting_party,protected_party,modal,negation,voice,verb_lexical_category,statement_type,llm_judgment,statement_type_match,modal_strength,topic,notes
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,6,All expenses of the hearing officer shall be borne equally by the parties.,All expenses of the hearing officer,other,management,shall,False,passive,obligation_verb,obligation,obligation,True,1.0,other,Logical actor is 'the parties'; grammatical subject is expenses.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,6,Each party shall be responsible for the expenses of the witnesses it calls.,Each party,other,management,shall,False,active,obligation_verb,obligation,obligation,True,1.0,other,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,6,This agreement shall be entered in the District electronic information system,This agreement,management,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,Extracted as independent clause joined by 'and'.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,6,be accessible through the District web site in the policy manual section.,[This agreement],management,worker,,False,passive,plain,other,obligation,False,0.0,other,Fragment from compound sentence; subject and modal implied.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,6,Payroll direct deposit shall be made on the last banking day of the month.,Payroll direct deposit,management,worker,shall,False,passive,obligation_verb,obligation,obligation,True,1.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,6,the effective date of their termination shall be the last date actually worked unless the termination occurs during or at the conclusion of a District- approved leave of absence.,the effective date of their termination,management,management,shall,False,active,plain,obligation,obligation,True,1.0,leave,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,7,Initial salary schedule placement shall be according to the educator’s college or university degree with salary levels added for years of experience and/or additional education as stipulated below.,Initial salary schedule placement,management,worker,shall,False,passive,plain,obligation,obligation,True,1.0,compensation,Grammatical subject is a systemic process; functionally directs district administration on salary placement methodology.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,7,Endorsements identified as critical to the functioning of the District receive one additional salary level per eligible endorsed area at initial placement if the endorsement was earned as a part of the initial degree and license and the credits are not able to be used for salary level change.,Endorsements identified as critical to the functioning of the District,management,worker,,False,active,rights_active,right,right,True,0.85,compensation,Personified subject; functionally guarantees a salary placement right for teachers holding critical endorsements.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,7,Newly hired educators will be provided information from Human Resources regarding documentation and deadlines.,Newly hired educators,management,worker,will,False,passive,rights_passive,right,right,True,0.9,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,7,Changes in endorsements eligible for an increase will be determined through DEA Liaison by February 1 each year.,Changes in endorsements eligible for an increase,management,worker,will,False,passive,plain,obligation,obligation,True,0.9,compensation,Procedural deadline clause that functionally entitles teachers to timely processing of endorsement pay adjustments.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,7,"In determining accredited teaching experience for educators hired effective July 1, 2000, or later, credit will be allowed for the first ten (10) years of qualified teaching experience outside the District and for all teaching experience in the District except when rehiring individuals who previously have retired from the District.",credit,management,worker,will,False,passive,permission_verb,permission,right,False,0.9,compensation,Compound condition within a single sentence; extracts the district's duty to grant experience credit.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,7,District retirees with at least ten (10) years of experience who are rehired on a teacher salary schedule shall receive credit for a maximum ten (10) years of experience.,District retirees with at least ten (10) years of experience who are rehired on a teacher salary schedule,worker,worker,shall,False,active,rights_active,right,right,True,1.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,7,"However, the Superintendent may authorize salary credit for teaching experience beyond ten (10) years in the following situations:",the Superintendent,management,worker,may,False,active,permission_verb,permission,permission,True,0.3,compensation,"Grants discretionary authority to administration to override the ten-year credit cap, ultimately benefiting the teacher via higher pay."
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,"However, salary credit for teaching experience shall not exceed the actual total amount of previous teaching experience.",salary credit for teaching experience,management,management,shall,True,active,plain,prohibition,prohibition,True,1.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,Allowable teaching experience shall be based upon relevant teaching experience which is verified by the organization where employment took place.,Allowable teaching experience,management,management,shall,False,passive,plain,obligation,obligation,True,1.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,"At the time of employment, the District shall evaluate experience in private schools, institutions of higher education, or other professional employment",the District,management,management,shall,False,active,plain,obligation,obligation,True,1.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,and grant credit if approved by the Superintendent of Schools.,the District (implied),management,management,,False,active,plain,other,obligation,False,0.0,compensation,Modal 'shall' carries over from preceding main clause.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,The Board reserves the right to further limit accredited teaching experience outside the District.,The Board,management,management,,False,active,rights_active,right,permission,False,0.85,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,grant one (1) year of credit for each year of full-time experience;,the District (implied),management,worker,,False,active,plain,other,obligation,False,0.0,compensation,List continuation of directive [f].
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,grant one (1) year of credit for any two (2) half-time or three (3) quarters time years of experience;,the District (implied),management,worker,,False,active,plain,other,obligation,False,0.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,deny credit for any partial year of experience that when combined with another partial year of experience does not equal one (1) year as defined in (ii);,the District (implied),management,management,,False,active,plain,other,obligation,False,0.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,deny credit for military experience; and,the District (implied),management,management,,False,active,plain,other,obligation,False,0.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,deny credit for any experience outside the United States for which the Utah State Office of Education does not reimburse the District.,the District (implied),management,management,,False,active,plain,other,obligation,False,0.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,The Board may grant to teachers an amount not to exceed $500 above the basic schedule for special services.,The Board,management,worker,may,False,active,permission_verb,permission,permission,True,0.3,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,"No compensation for special services shall be considered as ""salary"" or ""pay.""",No compensation for special services,management,management,shall,True,passive,plain,prohibition,prohibition,True,1.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,The award of any amount for special services shall not establish any right or expectation for any continuing award,The award of any amount for special services,management,management,shall,True,active,plain,prohibition,prohibition,True,1.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,and the award may be terminated upon reassignment of the recipient.,the award,management,management,may,False,passive,permission_verb,permission,permission,True,0.3,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,8,Educators who are presenters in District compensated staff development classes shall be paid at their regular hourly rate of pay for each staff development hour taught and $24.85 for preparation time.,Educators who are presenters in District compensated staff development classes,management,worker,shall,False,passive,rights_passive,right,right,True,1.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,Educators who are presenters in District compensated staff development classes shall be paid at their regular hourly rate of pay for each staff development hour taught and $24.85 for preparation time.,Educators who are presenters in District compensated staff development classes,worker,worker,shall,False,passive,rights_passive,right,right,True,1.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,Paid preparation time cannot exceed workshop teaching time.,Paid preparation time,other,management,can,True,active,plain,prohibition,prohibition,True,0.3,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,Full-time special education classroom teachers may be authorized two (2) days of released time upon the approval of the principal and the special education director.,Full-time special education classroom teachers,worker,worker,may,False,passive,permission_verb,permission,permission,True,0.3,leave,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,"These days may be scheduled at any time during the school year,",These days,worker,worker,may,False,passive,permission_verb,permission,permission,True,0.3,leave,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,"but must be utilized to provide on-site time for planning, paperwork completion, and conferencing for IEPs.",Teachers,worker,management,must,False,passive,obligation_verb,obligation,obligation,True,1.0,leave,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,The Board reserves the right to hold an employee's salary at any level if that employee's work is not entirely satisfactory.,The Board,management,management,,False,active,rights_active,right,right,True,0.85,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,"Before this policy is applied, employees affected will be notified in writing at least sixty (60) days in advance of such action.",employees affected,worker,worker,will,False,passive,rights_passive,right,right,True,0.9,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,"An educator salary adjustment of $4,200 is included as part of the Salary Schedule","An educator salary adjustment of $4,200",other,worker,,False,passive,plain,other,right,False,0.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,and is dependent upon continued legislative funding.,Adjustment,other,management,,False,active,plain,other,other,True,0.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,Employees must receive a satisfactory rating or above on their most recent evaluation to qualify per Utah Code §53F-2-405.,Employees,worker,management,must,False,active,obligation_verb,obligation,obligation,True,1.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,The daily rate of pay for licensed personnel is determined by dividing the applicable annual salary as found in Educator Salary Schedule (Sec. 3.3) by the total number of contract days as listed in Section 7.1.1.,The daily rate of pay for licensed personnel,other,management,,False,passive,plain,other,other,True,0.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,The hourly rate of pay for licensed personnel is determined by dividing the daily rate of pay by eight (8).,The hourly rate of pay for licensed personnel,other,management,,False,passive,plain,other,other,True,0.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,Cost of living adjustments are calculated based on the mid-point of the salary schedule (Salary Level U).,Cost of living adjustments,other,management,,False,passive,plain,other,other,True,0.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,The dollar difference between steps remains at $875.,The dollar difference between steps,other,management,,False,active,plain,other,other,True,0.0,compensation,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,Library Media Teachers are approved to work five (5) days beyond the teachers’ standard contract.,Library Media Teachers,worker,worker,,False,passive,permission_verb,permission,permission,True,0.85,workload,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,These days may be scheduled either before or after the regular teacher contract days in consultation with the school principal.,These days,worker,worker,may,False,passive,permission_verb,permission,permission,True,0.3,workload,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,Secondary School Counselors working full-time are authorized to work thirteen (13) additional days beyond the teachers’ standard contract.,Secondary School Counselors working full-time,worker,worker,,False,passive,permission_verb,permission,permission,True,0.85,workload,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,"These days, or the equivalent number of hours, may be scheduled either before or after the standard teacher contract days, or hours,","These days, or the equivalent number of hours",worker,worker,may,False,passive,permission_verb,permission,permission,True,0.3,workload,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,9,and shall be reported to the Director of Counselors and Comprehensive Guidance.,Counselors,worker,management,shall,False,passive,obligation_verb,obligation,obligation,True,1.0,workload,
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,10,"These days, or the equivalent number of hours, may be scheduled either before or after the standard teacher contract days, or hours,","These days, or the equivalent number of hours",management,worker,may,False,passive,permission_verb,permission,permission,True,0.3,workload,Passive construction grants scheduling flexibility to management for the benefit of workers.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,10,and shall be reported to the Director of Counselors and Comprehensive Guidance.,"(elided: These days, or the equivalent number of hours)",management,management,shall,False,passive,plain,obligation,obligation,True,1.0,other,Procedural reporting requirement for administrative tracking.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,10,Secondary counselors working part-time shall receive a prorated number of days/hours.,Secondary counselors working part-time,worker,worker,shall,False,active,rights_active,right,right,True,1.0,compensation,Guarantees proportional contract time for part-time staff.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,10,Educators’ daily or hourly rates of pay will apply to extended year contracts.,Educators’ daily or hourly rates of pay,management,worker,will,False,active,plain,obligation,right,False,0.9,compensation,Ensures pay rate continuity for extended contracts.
davis_school_district__davis_2019_2020__cc60f6a3,Davis_2019-2020.pdf,Davis School District,10,All completed Salary Level Change Forms must be received in the Human Resources Department on or before the 1st of the month to allow the appropriate salary adjustments for any earnings subsequent to that date.,All completed Salary Level Change Forms,worker,worker,must,False,passive,plain,obligation,obligation,True,1.0,compensation,Establishes a procedural deadline for form submission.
