document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_prior_experience_005,compensation,Does the document state how prior teaching experience is credited for salary placement?,yes,"The step placement of newly hired teachers, with experience, shall be based upon a Salary Schedule Placement Rubric.",not_applicable,high,"Evidence quoted is from a section not fully visible in the truncated document, but the verbatim quote directly supports the 'yes' answer. Kept as high confidence per audit instructions."
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_performance_pay_006,compensation,"Does the document include performance pay, merit pay, or evaluation-based compensation?",yes,"E. STAR-Students and Teachers Achieving Results (School-Based Performance Pay Plan) / F. VIEW – Voluntary Incentive Earnings at Work (Voluntary Individual Performance Pay Program) / The range of the VIEW Pay Program bonus will be up to a maximum of $8,000 per volunteer annually.","2, 3",high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_performance_pay_007,compensation,How are teachers evaluated for purposes of performance-based pay eligibility?,"Teachers must demonstrate student growth via Value Added Measures (VAM) or Student Learning Outcomes (SLOs); core subjects use VAM, others use SLOs designated by a design team. Additional incentives are awarded for choices in Exemplary Teaching Practice, Collaborative Leadership, and Extensions of Professionalism.","Demonstration of Student Growth through Value Added Measures or Student Learning Outcomes / For teachers who teach core subjects, a value-added model of calculating student achievement will be available to them. For those teachers who do not have such testing data available to them, Student Learning Outcomes will be designated by the VIEW Pay Program design team",3,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_cost_of_living_007,compensation,Does the document specify across-the-board raises or COLA percentages?,yes,"Annual salary increases for all teachers at all steps/$1,500 at top step annually/Increases to increments at each 1-9 step annually",1,high,Updated from not_discussed to yes. The document explicitly specifies annual across-the-board salary increases in Section B.
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_extra_duty_schedule_008,compensation,Does the document include an extra-duty or supplemental pay schedule?,yes,Teachers who opt to teach and are offered one (1) or two (2) additional classes falling outside the normal teacher work day shall receive the following Enrichment Period (EP) teacher stipend as follows: EP 1 (teaches 1 extra class): $3500 EP 2 (teaches 2 extra classes): $7000,5,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_hardtostaff_sped_009,compensation,"Does the document provide additional pay, stipends, or salary differentials for special education teachers?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_hardtostaff_stem_010,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in STEM subjects?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_hardtostaff_other_011,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in high-need subjects or schools other than special education or STEM?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_hardtostaff_schools_012,compensation,"Does the document provide incentives specifically for teaching in hard-to-staff, high-need, Title I, or priority schools, regardless of subject?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_experience_credit_indistrict_013,compensation,Does the document specify how prior in-district teaching experience is credited for initial salary placement?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_experience_credit_outofdistrict_014,compensation,Does the document specify how out-of-district but in-state teaching experience is credited for salary placement?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_experience_credit_outofstate_015,compensation,Does the document specify how out-of-state teaching experience is credited for salary placement?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_experience_credit_military_public_016,compensation,Does the document credit military service or other public service for salary placement?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pay_national_board_017,compensation,Does the document provide extra pay for National Board certification or similar advanced certification?,"$4,600","NBPTS Certification
$4,600",not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_health_001,benefits,Does the document state that health or medical insurance is available to teachers?,yes,All current health care benefits provided in the teachers medical insurance continue for the term of this tentative agreement without new cost to the employee or reduction or interruption of benefits.,1,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_health_contribution_002,benefits,What employer contribution toward health insurance is stated?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_health_employee_premium_003,benefits,What employee health insurance premium or contribution is stated?,without new cost to the employee,All current health care benefits provided in the teachers medical insurance continue for the term of this tentative agreement without new cost to the employee or reduction or interruption of benefits.,not_applicable,high,[recall-recovery]
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_dependent_health_004,benefits,"Does the document mention dependent, spouse, family, or domestic partner health coverage?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_health_plan_type_005,benefits,What health plan types are described?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_dental_006,benefits,Does the document state that dental insurance is available?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_vision_007,benefits,Does the document state that vision or optical insurance is available?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_life_008,benefits,Does the document provide district-paid or voluntary life insurance?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_disability_009,benefits,Does the document mention short-term or long-term disability coverage?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_retirement_contribution_010,benefits,What employer retirement or pension contribution is stated?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_leave_continuation_011,benefits,Does the document state whether insurance benefits continue during paid or unpaid leave?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,benefits_retiree_012,benefits,"Does the document provide retiree health, dental, life, or other post-employment benefits?",yes,Post Retirement health care insurance continues without interruption or reduction for the duration of this agreement.,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_sick_days_001,leave,How many paid sick leave days are granted per year?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_sick_accrual_002,leave,"Does sick leave accumulate or carry over, and what cap is stated?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_sick_family_003,leave,May teachers use sick leave for family illness or family care?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_personal_days_004,leave,How many paid personal leave days are granted per year?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_personal_restrictions_005,leave,What restrictions apply to personal leave use?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_personal_conversion_006,leave,"Does unused personal leave convert to sick leave, cash, or another benefit?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_bereavement_days_007,leave,How many bereavement leave days are available?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_bereavement_relatives_008,leave,Which relatives or household members are covered by bereavement leave?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_parental_paid_009,leave,"Does the document provide paid parental, bonding, maternity, paternity, or adoption leave beyond accrued sick leave?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_pregnancy_disability_010,leave,"Does the document address pregnancy, childbirth, or temporary disability leave?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_adoption_childcare_011,leave,"Does the document provide adoption, child care, or bonding leave?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_fmla_012,leave,Does the document discuss Family and Medical Leave Act rights or equivalent family medical leave?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,leave_absence_reporting_013,leave,Does the document specify absence reporting or substitute-request procedures for teachers?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,workload_work_year_days_001,workload,How many teacher work days or duty days are required in the regular work year?,192,7 hour 16 minute day and 192 day work year continues unless employee chooses longer day and longer year for increased compensation,1,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,workload_workday_length_002,workload,What is the required length of the teacher workday?,7 hours 16 minutes,7 hour 16 minute day and 192 day work year continues unless employee chooses longer day and longer year for increased compensation,1,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,workload_prep_guarantee_003,workload,Does the document guarantee teacher planning or preparation time?,yes,Turnaround Teachers shall be relieved from duty assignments in order to provide for planning time.,not_applicable,high,[recall-recovery]
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,workload_prep_minutes_004,workload,How much planning or preparation time is guaranteed?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,workload_prep_protected_005,workload,"Does the document restrict use of planning time for meetings, coverage, or other duties?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,workload_lunch_duty_free_006,workload,Does the document guarantee a duty-free lunch?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,workload_lunch_minutes_007,workload,How many minutes is the lunch period?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,workload_meetings_limits_008,workload,"Does the document limit required faculty, staff, department, or PLC meetings?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,workload_nonteaching_duties_009,workload,"Does the document describe non-teaching duties such as supervision, lunch duty, bus duty, hall duty, or clerical duties?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,class_size_limits_001,class size,"Does the document include class-size limits, caps, goals, or review procedures?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,class_elementary_max_002,class size,What elementary class-size maximums or targets are stated?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,class_secondary_max_003,class size,What middle or high school class-size maximums or targets are stated?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,class_overage_remedy_004,class size,Does the document provide remedies when class-size limits are exceeded?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,evaluation_procedure_001,evaluation,Does the document describe teacher evaluation procedures?,"yes. Article I and Article L provide reference-only provisions regarding the RISE Rubric evaluation system and evaluation roles for Career Ladder teachers/ITL2s, rather than detailing a full step-by-step procedure.","A fifth domain of the RISE Rubric, containing the leadership qualities and role responsibilities specific to Career Ladder roles, will be developed collaboratively by the RISE Design Team. Principals will use the “Five Domain Rubric” to evaluate the performance of Career Ladder teachers in their buildings.",6,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,evaluation_system_002,evaluation,"What evaluation system, framework, or model is named?",RISE Rubric / Five Domain Rubric,"A fifth domain of the RISE Rubric, containing the leadership qualities and role responsibilities specific to Career Ladder roles, will be developed collaboratively by the RISE Design Team. Principals will use the “Five Domain Rubric” to evaluate the performance of Career Ladder teachers in their buildings.",6,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,evaluation_observation_count_003,evaluation,How many formal observations are required?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,evaluation_observation_duration_004,evaluation,Does the document specify observation duration or minimum length?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,evaluation_ratings_005,evaluation,What rating categories or performance levels are used?,proficient and distinguished,"Career Ladder teachers must have a preponderance of proficient and distinguished performance in the fifth domain in order to continue, from one year to the next, in a Career Ladder Role.",6,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,evaluation_student_growth_006,evaluation,"Does the evaluation use student growth, test scores, value-added, or student outcomes?",yes,"Demonstration of Student Growth through Value Added Measures or Student Learning Outcomes... For teachers who teach core subjects, a value-added model of calculating student achievement will be available to them.",4,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,evaluation_improvement_plan_007,evaluation,"Does the document describe improvement plans, remediation plans, or professional support plans for low-rated teachers?",no,No mandatory performance plan for teachers on the current salary schedule,1,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,evaluation_consequences_008,evaluation,"Does the document state how evaluation results are used in decisions about tenure, layoff priority, transfers, or compensation?",yes,Teachers who receive an unsatisfactory rating are not eligible to advance to the next step in the subsequent school year.,29,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,security_probation_001,job security,"Does the document define probationary, provisional, temporary, permanent, tenure, or continuing contract status?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,security_nonrenewal_002,job security,"Does the document state nonrenewal notice, hearing, or appeal rules?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,security_seniority_definition_003,seniority,Does the document define seniority?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,security_voluntary_transfer_004,transfers,"What are the voluntary transfer procedures, if any?",discussed_unclear,"At the end of a Career Ladder term, if the professional chooses not to continue in the Career Ladder position, he or she will have a right to fill any vacancy for which he or she is qualified at the school as a voluntary transfer but may not cause an existing teacher to be displaced.",7,high,"Updated from not_discussed to discussed_unclear. The document only outlines a specific voluntary transfer right for Career Ladder teachers upon term expiration, rather than a general voluntary transfer procedure."
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,security_involuntary_transfer_005,transfers,Does the document describe involuntary transfer or reassignment procedures?,yes,"If additional openings are necessary to accommodate the placement of Career Ladder positions, they will be obtained through the offer of involuntary transfers for current teachers at the school (accepted in reverse building seniority order i.e., most senior first). / If a career ladder teacher is displaced from a school due to a reduction in force, then he or she will have a right to fill a vacancy at the school for which he or she is qualified as an involuntary transfer, but may not cause an existing teacher to be displaced.",6-7,high,Updated from not_discussed to yes. The document describes involuntary transfer procedures specifically for accommodating Career Ladder placements and handling displaced Career Ladder teachers.
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,security_rif_006,layoffs,"What are the layoff, reduction in force, retrenchment, or staff reduction procedures, if any?","RIF procedures for Career Ladder roles: PRC reductions occur within the PRC Corps or non-PRC staff (system seniority for furloughs); CRI reductions use special category seniority within the pool and building seniority for residents; ITL2s, LESs, and TATs are protected from school-based RIF but subject to system seniority for furloughs; displaced Career Ladder teachers may fill qualified vacancies involuntarily without displacing existing staff.","Reductions in force within a high school will be specified as occurring within the PRC Career Ladder Corps or within the non-PRC teaching staff. System seniority shall be applied in the case of furloughs. / Reductions in force, if necessary, will occur by special category seniority within the CRI pool and by building seniority within the resident staff. / ... protected from school-based reductions in force but not from furloughs where system seniority shall be applied. / If a career ladder teacher is displaced from a school due to a reduction in force, then he or she will have a right to fill a vacancy at the school for which he or she is qualified as an involuntary transfer, but may not cause an existing teacher to be displaced.",7,high,Corrected page number from 1 to 7 based on Section J location.
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,security_recall_007,layoffs,Does the document provide recall or callback rights after layoff?,no,A teacher displaced from his or her Career Ladder position shall not have right of return.,1,high,[cross-question]
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,security_rif_criterion_008,layoffs,What is the primary criterion for determining the order of layoff among teachers?,seniority,"""Any remaining positions needed would occur through the use of building seniority displacements."" / ""Reductions in force, if necessary, will occur by special category seniority within the CRI pool and by building seniority within the resident staff.""",not_applicable,high,"Updated confidence to high. The evidence explicitly and unambiguously states that reductions in force and displacements are determined by seniority (special category, building, or system). [cross-question]"
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,security_probation_length_009,job security,What is the probationary or provisional period before tenure or continuing status?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,security_tenure_rules_010,job security,"Does the document describe tenure, continuing contract, or permanent status rights?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,security_certification_011,job security,"Does the document state teacher certification, licensure, endorsement, or renewal requirements?",yes,"possess appropriate certification, and have teaching experience commensurate with individual Career Ladder role requirements.",1,high,[recall-recovery]
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,discipline_just_cause_001,discipline,"Does the document require just cause, proper cause, or cause for teacher discipline or dismissal?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,discipline_dismissal_002,discipline,"Does the document describe dismissal, termination, discharge, or contract cancellation procedures?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,conduct_outside_employment_001,teacher rights and conduct,"Does the document restrict outside employment, tutoring, or conflicts of interest?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,conduct_ethics_002,teacher rights and conduct,"Does the document include a code of ethics, standards of conduct, or professional responsibility rules?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,conduct_drug_alcohol_003,teacher rights and conduct,"Does the document include drug-free workplace, alcohol, or substance-abuse rules?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,conduct_social_media_005,teacher rights and conduct,Does the document regulate employee social media use?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,conduct_acceptable_use_006,teacher rights and conduct,"Does the document include acceptable-use, email, internet, or network technology rules for employees?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,conduct_academic_freedom_007,teacher rights and conduct,Does the document protect academic freedom or personal academic views?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,conduct_curriculum_autonomy_008,teacher rights and conduct,"Does the document address teacher discretion over curriculum, lesson content, methods, or instructional materials?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,conduct_lesson_plans_009,teacher rights and conduct,Does the document require lesson plans or specify lesson-plan submission rules?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,conduct_political_activity_010,teacher rights and conduct,Does the document restrict or protect political activity by teachers?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,conduct_non_duty_hours_011,teacher rights and conduct,Does the document protect teachers' personal affairs or conduct during non-duty hours?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,safety_health_committee_001,safety and working conditions,Does the document include health and safety provisions or a safety committee?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,safety_assault_protection_002,safety and working conditions,Does the document provide teacher assault protections or procedures after assault?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,safety_student_discipline_003,safety and working conditions,Does the document describe student discipline or behavior-management procedures affecting teachers?,discussed_unclear,"The LES will participate on school based teams (i.e. SAP/Core Teams, Discipline Committee) to ensure that TLE school based goals and objectives are being met. The LES will participate in training opportunities (during summer months if possible) to be up to date on current techniques in student behavior management and other related topics.",not_applicable,medium,"Changed from not_discussed to discussed_unclear. The document references a Discipline Committee and LES training in student behavior management, but does not detail specific discipline or behavior-management procedures affecting teachers."
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,safety_remove_student_004,safety and working conditions,Does the document state a teacher's authority to remove a student from class?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,safety_emergency_closure_005,safety and working conditions,"Does the document address emergency, lockdown, inclement weather, or school closure procedures for staff?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,safety_environment_006,safety and working conditions,"Does the document address physical working conditions such as temperature, ventilation, air quality, cleanliness, acoustics, or construction disruption?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,safety_security_measures_007,safety and working conditions,"Does the document mention security staff, building access, visitor controls, cameras, or personal security measures?",not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,safety_weapons_008,safety and working conditions,Does the document state employee obligations or restrictions related to weapons on school property?,not_discussed,,not_applicable,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pd_new_teacher_mentoring_001,professional development,"Does the document provide mentoring, induction, orientation, or support for new teachers?",yes,Clinical Resident Instructors will be effective teachers chosen to be faculty at the Academy who will teach a reduced course-load and serve as mentors and instructional coaches to new and experienced teachers.,8,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pd_teacher_leadership_002,professional development,"Does the document create teacher leadership roles, instructional coaches, councils, or committees tied to professional practice?",yes,"Instructional Teacher Leaders 2 (ITL2s) will be effective, content-expert (Science, Math, Social Studies, ELA) teachers in 6-12 and 9-12 schools who formatively evaluate content peers in their school, design and deliver customized PD based on formative evaluations, and summatively evaluate content peers in other schools.",9,high,
pittsburgh_public_schools__pittsburgh_10_15__75d52cf8,Pittsburgh_10-15.pdf,pd_career_ladder_003,professional development,"Does the document include a career ladder, teacher advancement pathway, or differentiated career roles?",yes,Career Ladder positions will be a promotional opportunity for teachers based on Career Ladder selection criteria and process.,6,high,
