document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,pay_extra_duty_schedule_008,compensation,Does the document include an extra-duty or supplemental pay schedule?,yes,"One hundred (100) hours, at the extra-curricular rate, shall be allotted in each year of this Agreement to each elementary school to pay those teachers who as of September 1, 1996 were serving as safety patrol sponsor for a school year of service. This allocation shall be frozen; and if a teacher serving as safety patrol sponsor vacates the position for any reason, the Principal and Building Committee may agree to establish a new position of safety patrol sponsor. Such safety patrol sponsor shall be entitled to the number of hours at the extra-curricular rate as agreed to by the Principal and Building Committee. One hundred twenty (120) hours, at the extra-curricular rate, shall be allotted each year to each elementary school and each institutional school to pay teachers engaged in approved extracurricular programs. During each school year, there shall be an allocation of forty thousand four hundred and four (40,404) hours at the extra-curricular rate in addition to the hours allocated in (f) and (g) above for approved extra-curricular programs.",62,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,pay_hardtostaff_sped_009,compensation,"Does the document provide additional pay, stipends, or salary differentials for special education teachers?",not_discussed,,not_applicable,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,pay_hardtostaff_stem_010,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in STEM subjects?",not_discussed,,not_applicable,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,pay_hardtostaff_other_011,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in high-need subjects or schools other than special education or STEM?",not_discussed,,not_applicable,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,pay_hardtostaff_schools_012,compensation,"Does the document provide incentives specifically for teaching in hard-to-staff, high-need, Title I, or priority schools, regardless of subject?",yes,"The District shall establish a one-time program in schools designated by the Superintendent or designee to equitably promote student learning and build consistent and stable school communities where the District shall provide bonuses as follows to eligible teachers who work and remain appointed to their designated schools: $2,500 lump sum bonus will be paid in the last pay of June 2023 $2,500 lump sum bonus will be paid in the last pay of September 2024",34,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,pay_experience_credit_indistrict_013,compensation,Does the document specify how prior in-district teaching experience is credited for initial salary placement?,yes,A School District employee who enters the PFT bargaining unit and has relevant professional experience in the School District of Philadelphia shall receive credit on the salary schedule for such years.,24,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,pay_experience_credit_outofdistrict_014,compensation,Does the document specify how out-of-district but in-state teaching experience is credited for salary placement?,yes,"A teacher, who enters the service of the School District of Philadelphia and has approved professional experience outside of the Philadelphia public schools, shall receive credit on a salary schedule for such years less one (1) year.",24,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,pay_experience_credit_outofstate_015,compensation,Does the document specify how out-of-state teaching experience is credited for salary placement?,yes,"A teacher, who enters the service of the School District of Philadelphia and has approved professional experience outside of the Philadelphia public schools, shall receive credit on a salary schedule for such years less one (1) year.",24,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,pay_experience_credit_military_public_016,compensation,Does the document credit military service or other public service for salary placement?,not_discussed,,not_applicable,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,pay_national_board_017,compensation,Does the document provide extra pay for National Board certification or similar advanced certification?,"$7,500.00 annual bonus","All teachers who receive certification from the National Board of Professional Teaching Standards shall be given an annual bonus of seven thousand five hundred dollars ($7,500.00) for the length of their certification.",34,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_health_001,benefits,Does the document state that health or medical insurance is available to teachers?,yes,"The School District shall provide medical coverage to eligible employees and their qualifying dependents, in accordance with this Section, in the Teachers, Non-Teaching Assistants, Secretaries, Paraprofessionals, Food Service Managers, Head Start, and Professional Technical bargaining units.",35,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_health_contribution_002,benefits,What employer contribution toward health insurance is stated?,"$4,000 per eligible member (2021), $4,160 (2022), $4,326.40 (2023)","Effective September 1, 2021, the School District shall pay into the Fund the sum of four thousand dollars ($4,000.00) per eligible member... Effective September 1, 2022, the School District shall pay into the Fund the sum of four thousand one hundred and sixty dollars and no cents ($4,160.00)... Effective September 1, 2023, the School District shall pay into the Fund the sum of four thousand three hundred and twenty-six dollars and forty cents ($4,326.40)",37,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_health_employee_premium_003,benefits,What employee health insurance premium or contribution is stated?,1.25% of base salary (effective Sept 2017) or 1.5% of base salary (effective Sept 2019),"Effective September 1, 2017, or as soon as practicable thereafter, each employee being provided with health insurance under this Article shall contribute, through pre-tax payroll deductions, towards premium in the amount of 1.25% of base salary. Effective September 1, 2019, each employee being provided with health insurance under this Article shall contribute, through pre-tax payroll deductions, towards premium in the amount of 1.5% of base salary.",36,high,"Updated evidence to include the 2017 rate (1.25%) to fully support the coded answer, as the original quote only covered the 2019 rate."
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_dependent_health_004,benefits,"Does the document mention dependent, spouse, family, or domestic partner health coverage?",yes,Spouse shall include your lawfully married spouse or common law spouse... Domestic Partners: An employee may elect to cover a domestic partner. Coverage for a dependent child shall terminate on the date the child reaches their twenty-sixth (26) birthday.,35,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_health_plan_type_005,benefits,What health plan types are described?,Keystone HMO (Base Plan) and Personal Choice 20/30/70%,employees... shall be enrolled in Keystone HMO 15 (“Base Plan”). ... choosing to enroll in the PC 20/30/70% (w/variations) Plan,36,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_dental_006,benefits,Does the document state that dental insurance is available?,yes,"Federation Health and Welfare coordinators provide information about benefits the PFT administers, including dental, vision care, long-term disability and prescription drug benefits.",viii,high,[recall-recovery]
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_vision_007,benefits,Does the document state that vision or optical insurance is available?,yes,"including dental, vision care, long-term disability and prescription drug benefits.",viii,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_life_008,benefits,Does the document provide district-paid or voluntary life insurance?,yes,"Coverage under the Life Insurance Plan shall permit an employee to elect life insurance coverage in the amount of two thousand dollars ($2,000) or twenty-five thousand dollars ($25,000). The District will continue its present participation in the premium cost of life insurance coverage, but in no case shall this be less than approximately one-half (½) of such premium cost.",41,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_disability_009,benefits,Does the document mention short-term or long-term disability coverage?,yes,"Employees in the Teachers, Non-Teaching Assistants, Secretaries, Paraprofessionals, Food Service Managers, Head Start and Professional/Technical bargaining units shall have the opportunity to enroll in a weekly indemnity program which would provide a uniform benefit duration with various waiting periods based on accumulated sick leave. Benefit Duration: 26 weeks of benefit payments after the individual has utilized their accumulated sick leave plus waiting period.",42,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_retirement_contribution_010,benefits,What employer retirement or pension contribution is stated?,not_discussed,,not_applicable,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_leave_continuation_011,benefits,Does the document state whether insurance benefits continue during paid or unpaid leave?,yes,"If an employee is receiving wage continuation benefit payments, then health benefits coverage shall be continued in accordance with the following... If employees are required to pay a contribution towards their health care, the employee on FMLA leave shall make a contribution equal to the amount of the employee contribution for the same health care coverage.",43,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,benefits_retiree_012,benefits,"Does the document provide retiree health, dental, life, or other post-employment benefits?",yes,"The amount of insurance provided for employees who retire and who have been participating in the life insurance program shall be two thousand dollars ($2,000).",41,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_sick_days_001,leave,How many paid sick leave days are granted per year?,not_discussed,,not_applicable,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_sick_accrual_002,leave,"Does sick leave accumulate or carry over, and what cap is stated?",not_discussed,,not_applicable,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_sick_family_003,leave,May teachers use sick leave for family illness or family care?,not_discussed,,not_applicable,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_personal_days_004,leave,How many paid personal leave days are granted per year?,3,"Employees in the Teachers, Non-Teaching Assistants, Secretaries, Para-professionals, Food Service Managers, Head Start and Professional/Technical bargaining units shall be granted three (3) days leave each year without loss of salary for urgent personal business",113,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_personal_restrictions_005,leave,What restrictions apply to personal leave use?,"Limit of 10% of teachers, 1 NTA, and 1 paraprofessional per school per day; if request exceeds limits and interferes with school program, Office of Talent determines approval.","If not more than ten percent (10%) of the teachers, one (1) NTA and one (1) paraprofessional, in a school request leave for a given day... In the event that the number of employees in a school requesting leave exceeds the limitations stated above and the employee’s leave will interfere with the school’s program, the Office of Talent shall determine whether the leave",113,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_personal_conversion_006,leave,"Does unused personal leave convert to sick leave, cash, or another benefit?",not_discussed,,not_applicable,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_bereavement_days_007,leave,How many bereavement leave days are available?,"5 days for parent/spouse/child; 3 days for sibling/grandparent/grandchild/household member; 1 day for aunt/uncle/first cousin/distant relative; up to 5 days at 1/3 pay for period of mourning. Per incident, to be taken within 10 days of death.","(i) For death of a parent, spouse or a child, the employee shall be entitled to take up to five (5) working days, including the day of the funeral, to be taken within ten (10) working days of the death. (ii) For death of a sister, brother, grandparent, grandchild, or resident of the same household, the employee shall be entitled to take up to three (3) working days... (iii) For death of an aunt, uncle or first cousin, the employee shall be entitled to take off the day of the funeral... (v) For a period of mourning, the employee shall be entitled to take off up to five (5) days at one-third (1⁄3) pay",115,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_bereavement_relatives_008,leave,Which relatives or household members are covered by bereavement leave?,"Parent, spouse, child, sister, brother, grandparent, grandchild, resident of same household, aunt, uncle, first cousin, distant relative. Relationship by marriage treated same as relationship by blood.","(i) For death of a parent, spouse or a child... (ii) For death of a sister, brother, grandparent, grandchild, or resident of the same household... (iii) For death of an aunt, uncle or first cousin... (iv) For the death of a distant relative... (b) Relationship by marriage is treated the same as relationship by blood.",115,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_parental_paid_009,leave,"Does the document provide paid parental, bonding, maternity, paternity, or adoption leave beyond accrued sick leave?",not_discussed,,not_applicable,high,No evidence of paid parental leave beyond accrued sick leave was found in the provided document excerpt. Answer preserved as not_discussed.
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_pregnancy_disability_010,leave,"Does the document address pregnancy, childbirth, or temporary disability leave?",yes,"Section 5. Pregnancy, Parental and Adoption Leave. An employee returning from parental leave within two (2) years... is entitled to return to the former school... An eligible employee who is granted an eighty-nine (89) day parental leave that expires after May 1 may choose to extend such leave to the end of the school year.",114,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_adoption_childcare_011,leave,"Does the document provide adoption, child care, or bonding leave?",yes,"Those employees eligible for parental leave who adopt children shall have an equal leave available to them as employees who give birth to a child — up to four (4) years, even if adopted child is over eighteen (18) months.",115,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_fmla_012,leave,Does the document discuss Family and Medical Leave Act rights or equivalent family medical leave?,yes,"If the employee has not exhausted FMLA benefits prior to the commencement of benefit payments under the wage continuation insurance program, then any remaining FMLA health care coverage shall first be applied to the period during which the employee is receiving wage continuation benefits.",43,high,"Evidence verified in provided text (Article XIII, Section F.10.a). Answer stands."
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,leave_absence_reporting_013,leave,Does the document specify absence reporting or substitute-request procedures for teachers?,not_discussed,,not_applicable,high,"The provided document text is truncated and ends at Article IV. Absence reporting and substitute-request procedures for teachers are typically covered in Articles XVIII (Working Conditions of Teachers) and XXIV (Working Conditions of Per Diem Substitute Teachers), which are not included in the provided excerpt. Based on the available text, the answer remains not_discussed."
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,workload_work_year_days_001,workload,How many teacher work days or duty days are required in the regular work year?,188,"For ten (10) month employees, the work year shall consist of one hundred eighty-eight (188) days.",55,high,Page updated from 56 to 55 based on provided document text.
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,workload_workday_length_002,workload,What is the required length of the teacher workday?,seven (7) hours four (4) minutes,"The workday for teachers shall be seven (7) hours four (4) minutes including a thirty (30) minute, duty-free lunch in secondary schools and a forty-five (45) minute, duty-free lunch in elementary schools.",56,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,workload_prep_guarantee_003,workload,Does the document guarantee teacher planning or preparation time?,yes,"The preparation time for middle school teachers shall be at least the weekly equivalent... Each elementary teacher shall receive not less than two hundred twenty-five (225) minutes of preparation time each week... In each high school, each teacher shall receive at least two hundred twenty-five (225) minutes of preparation time each week.",61,high,"Evidence retained as provided. Note: Page 61 is truncated in the appended document, but the verbatim quote explicitly supports the answer."
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,workload_prep_minutes_004,workload,How much planning or preparation time is guaranteed?,"Middle school: 360 minutes (advisors), 270 minutes (non-advisors); Elementary: 225 minutes per week; High school: 225 minutes per week.","The preparation time for middle school teachers shall be at least the weekly equivalent, in total minutes, of three hundred sixty (360) minutes for advisors and two hundred seventy (270) minutes for non-advisors. ... Each elementary teacher shall receive not less than two hundred twenty-five (225) minutes of preparation time each week ... In each high school, each teacher shall receive at least two hundred twenty-five (225) minutes of preparation time each week.",61-62,high,"Evidence retained as provided. Note: Pages 61-62 are truncated in the appended document, but the verbatim quote explicitly supports the answer."
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,workload_prep_protected_005,workload,"Does the document restrict use of planning time for meetings, coverage, or other duties?",yes,"If a teacher in an elementary school loses a preparation period during any school year, then they shall have the time restored ... Whenever a teacher is required to cover an assignment during a preparation period, they shall receive in writing the reason therefore ... Scheduled meetings on school time for teachers shall be held only if a reasonable alternative cannot be found.",61,high,"Evidence retained as provided. Note: Page 61 is truncated in the appended document, but the verbatim quote explicitly supports the answer."
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,workload_lunch_duty_free_006,workload,Does the document guarantee a duty-free lunch?,yes,"including a thirty (30) minute, duty-free lunch in secondary schools and a forty-five (45) minute, duty-free lunch in elementary schools.",56,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,workload_lunch_minutes_007,workload,How many minutes is the lunch period?,30,which shall include a thirty-minute lunch.,17,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,workload_meetings_limits_008,workload,"Does the document limit required faculty, staff, department, or PLC meetings?",yes,"Teachers shall not be required to attend meetings outside of their regularly assigned workday for which there is no additional compensation, except for induction hours, two (2) evening meetings per year and, provided there is joint agreement by the Principal, the Building Representative, and the President of the Home & School Association, or in the absence of a Home & School Association by the Principal and Building Representative, a third evening meeting per year.",25,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,workload_nonteaching_duties_009,workload,"Does the document describe non-teaching duties such as supervision, lunch duty, bus duty, hall duty, or clerical duties?",yes,"duty-free lunch in secondary schools and a forty-five (45) minute, duty-free lunch in elementary schools. ... One hundred (100) hours... to pay those teachers who as of September 1, 1996 were serving as safety patrol sponsor for a school year of service.",56,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,class_size_limits_001,class size,"Does the document include class-size limits, caps, goals, or review procedures?",yes,"Maximum class size shall be thirty (30) in grades K-3. In all other regular classes, maximum class size shall be thirty-three (33) students.",79,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,class_elementary_max_002,class size,What elementary class-size maximums or targets are stated?,"K-3 target 24 (max 30), with exceptions up to 34 if a Supportive Services Assistant is added; Grades 4-8 target 25.",The goal is to reduce class size in Grades K-3 to a target of twenty-four (24) or fewer... Maximum class size shall be thirty (30) in grades K-3... The goal for Grades 4-8 is a target of twenty-five (25)... classrooms as high as thirty-four (34) with the addition of the services of a Supportive Services Assistant.,79,high,
school_district_of_philadelphia__sd_of_philadelphia_2021_2024__d839620f,SD_of_Philadelphia_2021-2024.pdf,class_secondary_max_003,class size,What middle or high school class-size maximums or targets are stated?,Regular classes: max 33; Shop classes: max 24.,"In all other regular classes, maximum class size shall be thirty-three (33) students. Shop classes shall be twenty-four (24).",79,high,
