time	elapsed_min	target_C	active	done	queued
18:47:42	200.7	5	5	6	4
18:48:12	201.2	5	5	6	4
18:48:42	201.7	5	5	6	4
18:49:12	202.2	5	5	6	4
18:49:42	202.7	5	5	6	4
18:50:12	203.2	5	5	6	4
18:50:43	203.7	5	5	6	4
18:51:13	204.2	5	5	6	4
18:51:43	204.7	5	5	6	4
18:52:13	205.2	5	5	6	4
18:52:43	205.7	5	5	6	4
18:53:13	206.2	5	5	6	4
18:53:43	206.7	5	5	6	4
18:54:13	207.2	5	5	6	4
18:54:43	207.7	5	5	6	4
18:55:13	208.2	5	5	6	4
18:55:43	208.7	5	5	6	4
18:56:13	209.2	5	5	6	4
18:56:43	209.7	5	5	6	4
18:57:13	210.2	5	5	6	4
18:57:43	210.7	5	5	6	4
18:58:13	211.2	5	5	6	4
18:58:43	211.7	5	5	6	4
18:59:13	212.2	5	5	6	4
18:59:43	212.7	5	5	6	4
19:00:13	213.2	5	5	6	4
19:00:43	213.7	5	5	6	4
19:01:13	214.2	5	5	6	4
19:01:43	214.7	5	5	6	4
19:02:13	215.2	5	5	6	4
19:02:43	215.7	5	5	6	4
19:03:13	216.2	5	5	6	4
19:03:43	216.7	5	5	6	4
19:04:13	217.2	5	5	6	4
19:04:43	217.7	5	5	6	4
19:05:13	218.2	5	5	6	4
19:05:43	218.7	5	5	6	4
19:06:13	219.2	5	5	6	4
19:06:43	219.7	5	5	6	4
19:07:13	220.2	5	5	6	4
19:07:43	220.7	5	5	6	4
19:08:14	221.2	5	5	6	4
19:08:44	221.7	5	5	6	4
19:09:14	222.2	5	5	6	4
19:09:44	222.7	5	5	6	4
19:10:14	223.2	5	5	6	4
19:10:44	223.7	5	5	6	4
19:11:14	224.2	5	5	6	4
19:11:44	224.7	5	5	6	4
19:12:14	225.2	5	5	6	4
19:12:44	225.7	5	5	6	4
19:13:14	226.2	5	5	6	4
19:13:44	226.7	5	5	6	4
19:14:14	227.2	5	5	6	4
19:14:44	227.7	5	5	6	4
19:15:14	228.2	5	5	6	4
19:15:44	228.7	5	5	6	4
19:16:14	229.2	5	5	6	4
19:16:44	229.7	5	5	6	4
19:17:14	230.2	5	5	6	4
19:17:44	230.7	5	5	6	4
19:18:14	231.2	5	5	6	4
19:18:44	231.7	5	5	6	4
19:19:14	232.2	5	5	7	3
19:19:44	232.7	5	5	7	3
19:20:14	233.2	5	5	7	3
19:20:44	233.7	5	5	7	3
19:21:14	234.2	5	5	7	3
19:21:44	234.7	5	5	7	3
19:22:14	235.2	5	5	8	2
19:22:44	235.7	5	5	8	2
19:23:14	236.2	5	5	8	2
19:23:44	236.7	5	5	8	2
19:24:15	237.2	5	5	8	2
19:24:45	237.7	5	5	8	2
19:25:15	238.2	5	5	8	2
19:25:45	238.7	5	5	8	2
19:26:15	239.2	5	5	8	2
19:26:45	239.7	5	5	8	2
19:27:15	240.2	5	5	8	2
19:27:45	240.7	5	5	8	2
19:28:15	241.2	5	5	8	2
19:28:45	241.7	5	5	8	2
19:29:15	242.2	5	5	8	2
19:29:45	242.7	5	5	8	2
19:30:15	243.2	5	5	8	2
19:30:45	243.7	5	5	8	2
19:31:15	244.2	5	5	8	2
19:31:45	244.7	5	5	8	2
19:32:15	245.2	5	5	8	2
19:32:45	245.7	5	5	8	2
19:33:15	246.2	5	5	8	2
19:33:45	246.7	5	5	8	2
19:34:15	247.2	5	5	8	2
19:34:45	247.7	5	5	8	2
19:35:15	248.2	5	5	8	2
19:35:45	248.7	5	5	8	2
19:36:15	249.2	5	5	8	2
19:36:45	249.7	5	5	8	2
19:37:15	250.2	5	5	8	2
19:37:45	250.7	5	5	8	2
19:38:15	251.2	5	5	8	2
19:38:45	251.7	5	5	8	2
19:39:15	252.2	5	5	8	2
19:39:45	252.7	5	5	8	2
19:40:15	253.2	5	5	8	2
19:40:45	253.7	5	5	8	2
19:41:15	254.2	5	5	8	2
19:41:46	254.7	5	5	8	2
19:42:16	255.2	5	5	8	2
19:42:46	255.7	5	5	8	2
19:43:16	256.2	5	5	8	2
19:43:46	256.7	5	5	8	2
19:44:16	257.2	5	5	8	2
19:44:46	257.7	5	5	8	2
19:45:16	258.2	5	5	8	2
19:45:46	258.7	5	5	8	2
19:46:16	259.2	5	5	8	2
19:46:46	259.7	5	5	8	2
19:47:16	260.2	5	5	9	1
19:47:46	260.7	5	5	9	1
19:48:16	261.2	5	5	9	1
19:48:46	261.7	5	5	9	1
19:49:16	262.2	5	5	9	1
19:49:46	262.7	5	5	9	1
19:50:16	263.2	5	5	9	1
19:50:46	263.8	5	5	9	1
19:51:16	264.3	5	5	9	1
19:51:46	264.8	5	5	9	1
19:52:16	265.3	5	5	9	1
19:52:46	265.8	5	5	9	1
19:53:16	266.3	5	5	9	1
19:53:46	266.8	5	5	9	1
19:54:16	267.3	5	5	9	1
19:54:46	267.8	5	5	9	1
19:55:16	268.3	5	5	9	1
19:55:46	268.8	5	5	9	1
19:56:16	269.3	5	5	9	1
19:56:46	269.8	5	5	9	1
19:57:16	270.3	5	5	9	1
19:57:46	270.8	5	5	9	1
19:58:16	271.3	5	5	9	1
19:58:46	271.8	5	5	9	1
19:59:17	272.3	5	5	9	1
19:59:47	272.8	5	5	9	1
20:00:17	273.3	5	5	9	1
20:00:47	273.8	5	5	9	1
20:01:17	274.3	5	5	9	1
20:01:47	274.8	5	5	9	1
20:02:17	275.3	5	5	9	1
20:02:47	275.8	5	5	9	1
20:03:17	276.3	5	5	9	1
20:03:47	276.8	5	5	9	1
20:04:17	277.3	5	5	9	1
20:04:47	277.8	5	5	9	1
20:05:17	278.3	5	5	9	1
20:05:47	278.8	5	5	9	1
20:06:17	279.3	5	5	9	1
20:06:47	279.8	5	5	9	1
20:07:17	280.3	5	5	9	1
20:07:47	280.8	5	5	9	1
20:08:17	281.3	5	5	9	1
20:08:47	281.8	5	5	9	1
20:09:17	282.3	5	5	9	1
20:09:47	282.8	5	5	9	1
20:10:17	283.3	5	5	9	1
20:10:47	283.8	5	5	9	1
20:11:17	284.3	5	5	9	1
20:11:47	284.8	5	5	9	1
20:12:17	285.3	5	5	9	1
20:12:47	285.8	5	5	9	1
20:13:17	286.3	5	5	9	1
20:13:47	286.8	5	5	9	1
20:14:17	287.3	5	5	9	1
20:14:47	287.8	5	5	9	1
20:15:17	288.3	5	5	9	1
20:15:47	288.8	5	5	9	1
20:16:17	289.3	5	5	9	1
20:16:47	289.8	5	5	9	1
20:17:18	290.3	5	5	9	1
20:17:48	290.8	5	5	9	1
20:18:18	291.3	5	5	10	0
20:18:48	291.8	5	5	10	0
20:19:18	292.3	5	5	10	0
20:19:48	292.8	5	5	10	0
20:20:18	293.3	5	5	10	0
20:20:48	293.8	5	5	10	0
20:21:18	294.3	5	5	10	0
20:21:48	294.8	5	5	10	0
20:22:18	295.3	5	5	10	0
20:22:48	295.8	5	5	10	0
20:23:18	296.3	5	5	10	0
20:23:48	296.8	5	5	10	0
20:24:18	297.3	5	5	10	0
20:24:48	297.8	5	5	10	0
20:25:18	298.3	5	5	10	0
20:25:48	298.8	5	5	10	0
20:26:18	299.3	5	5	10	0
20:26:48	299.8	5	5	10	0
20:27:18	300.3	5	5	10	0
20:27:48	300.8	5	5	10	0
20:28:18	301.3	5	5	10	0
20:28:48	301.8	5	5	10	0
20:29:18	302.3	5	5	10	0
20:29:48	302.8	5	5	10	0
20:30:18	303.3	5	5	10	0
20:30:48	303.8	5	5	10	0
20:31:18	304.3	5	5	10	0
20:31:48	304.8	5	5	10	0
20:32:18	305.3	5	5	10	0
20:32:48	305.8	5	5	10	0
20:33:18	306.3	5	5	10	0
20:33:48	306.8	5	5	10	0
20:34:18	307.3	5	5	10	0
20:34:49	307.8	5	5	10	0
20:35:19	308.3	5	5	10	0
20:35:49	308.8	5	5	10	0
20:36:19	309.3	5	5	10	0
20:36:49	309.8	5	5	10	0
20:37:19	310.3	5	5	10	0
20:37:49	310.8	5	5	10	0
20:38:19	311.3	5	5	10	0
20:38:49	311.8	5	5	10	0
20:39:19	312.3	5	5	10	0
20:39:49	312.8	5	5	10	0
20:40:19	313.3	5	5	10	0
20:40:49	313.8	5	5	10	0
20:41:19	314.3	5	5	10	0
20:41:49	314.8	5	5	10	0
20:42:19	315.3	5	5	10	0
20:42:49	315.8	5	5	10	0
20:43:19	316.3	5	5	10	0
20:43:49	316.8	5	5	10	0
20:44:19	317.3	5	5	10	0
20:44:49	317.8	5	5	10	0
20:45:19	318.3	5	5	10	0
20:45:49	318.8	5	5	10	0
20:46:19	319.3	5	5	10	0
20:46:49	319.8	5	5	10	0
20:47:19	320.3	5	5	10	0
20:47:49	320.8	5	5	10	0
20:48:19	321.3	5	5	10	0
20:48:49	321.8	5	5	10	0
20:49:19	322.3	5	5	10	0
20:49:49	322.8	5	5	10	0
20:50:19	323.3	5	5	10	0
20:50:49	323.8	5	5	10	0
20:51:19	324.3	5	5	10	0
20:51:49	324.8	5	5	10	0
20:52:20	325.3	5	5	10	0
20:52:50	325.8	5	5	10	0
20:53:20	326.3	5	5	10	0
20:53:50	326.8	5	5	10	0
20:54:20	327.3	5	5	10	0
20:54:50	327.8	5	5	10	0
20:55:20	328.3	5	5	10	0
20:55:50	328.8	5	5	10	0
20:56:20	329.3	5	5	10	0
20:56:50	329.8	5	5	10	0
20:57:20	330.3	5	5	10	0
20:57:50	330.8	5	5	10	0
20:58:20	331.3	5	5	10	0
20:58:50	331.8	5	5	10	0
20:59:20	332.3	5	5	10	0
20:59:50	332.8	5	5	10	0
21:00:20	333.3	5	5	10	0
21:00:50	333.8	5	5	10	0
21:01:20	334.3	5	5	10	0
21:01:50	334.8	5	5	10	0
21:02:20	335.3	5	5	10	0
21:02:50	335.8	5	5	10	0
21:03:20	336.3	5	5	10	0
21:03:50	336.8	5	5	10	0
21:04:20	337.3	5	5	10	0
21:04:50	337.8	5	5	10	0
21:05:20	338.3	5	5	10	0
21:05:50	338.8	5	5	10	0
21:06:20	339.3	5	5	10	0
21:06:50	339.8	5	5	10	0
21:07:20	340.3	5	5	10	0
21:07:50	340.8	5	5	10	0
21:08:20	341.3	5	5	10	0
21:08:50	341.8	5	5	10	0
21:09:20	342.3	5	5	10	0
21:09:51	342.8	5	5	10	0
21:10:21	343.3	5	5	10	0
21:10:51	343.8	5	5	10	0
21:11:21	344.3	5	5	10	0
21:11:51	344.8	5	5	10	0
21:12:21	345.3	5	5	10	0
21:12:51	345.8	5	4	11	0
21:13:21	346.3	5	4	11	0
21:13:51	346.8	5	4	11	0
21:14:21	347.3	5	4	11	0
21:14:51	347.8	5	4	11	0
21:15:21	348.3	5	4	11	0
21:15:51	348.8	5	4	11	0
21:16:21	349.3	5	4	11	0
21:16:51	349.8	5	4	11	0
21:17:21	350.3	5	4	11	0
21:17:51	350.8	5	4	11	0
21:18:21	351.3	5	4	11	0
21:18:51	351.8	5	4	11	0
21:19:21	352.3	5	4	11	0
21:19:51	352.8	5	4	11	0
21:20:21	353.3	5	4	11	0
21:20:51	353.8	5	4	11	0
21:21:21	354.3	5	4	11	0
21:21:51	354.8	5	4	11	0
21:22:21	355.3	5	4	11	0
21:22:51	355.8	5	4	11	0
21:23:21	356.3	5	4	11	0
21:23:51	356.8	5	4	11	0
21:24:21	357.3	5	4	11	0
21:24:51	357.8	5	4	11	0
21:25:21	358.3	5	4	11	0
21:25:51	358.8	5	4	11	0
21:26:21	359.3	5	4	11	0
21:26:51	359.8	5	3	12	0
21:27:22	360.3	5	3	12	0
21:27:52	360.8	5	3	12	0
21:28:22	361.3	5	3	12	0
21:28:52	361.8	5	3	12	0
21:29:22	362.3	5	3	12	0
21:29:52	362.8	5	3	12	0
21:30:22	363.3	5	3	12	0
21:30:52	363.8	5	3	12	0
21:31:22	364.3	5	3	12	0
21:31:52	364.8	5	3	12	0
21:32:22	365.3	5	3	12	0
21:32:52	365.8	5	3	12	0
21:33:22	366.3	5	3	12	0
21:33:52	366.8	5	3	12	0
21:34:22	367.3	5	3	12	0
21:34:52	367.8	5	3	12	0
21:35:22	368.3	5	3	12	0
21:35:52	368.9	5	3	12	0
21:36:22	369.4	5	3	12	0
21:36:52	369.9	5	3	12	0
21:37:22	370.4	5	3	12	0
21:37:52	370.9	5	3	12	0
21:38:22	371.4	5	3	12	0
21:38:52	371.9	5	3	12	0
21:39:22	372.4	5	3	12	0
21:39:52	372.9	5	3	12	0
21:40:22	373.4	5	3	12	0
21:40:52	373.9	5	3	12	0
21:41:22	374.4	5	3	12	0
21:41:52	374.9	5	3	12	0
21:42:22	375.4	5	3	12	0
21:42:52	375.9	5	3	12	0
21:43:22	376.4	5	3	12	0
21:43:52	376.9	5	3	12	0
21:44:23	377.4	5	3	12	0
21:44:53	377.9	5	3	12	0
21:45:23	378.4	5	3	12	0
21:45:53	378.9	5	3	12	0
21:46:23	379.4	5	3	12	0
21:46:53	379.9	5	3	12	0
21:47:23	380.4	5	3	12	0
21:47:53	380.9	5	3	12	0
21:48:23	381.4	5	3	12	0
21:48:53	381.9	5	3	12	0
21:49:23	382.4	5	3	12	0
21:49:53	382.9	5	3	12	0
21:50:23	383.4	5	3	12	0
21:50:53	383.9	5	3	12	0
21:51:23	384.4	5	3	12	0
21:51:53	384.9	5	3	12	0
21:52:23	385.4	5	3	12	0
21:52:53	385.9	5	3	12	0
21:53:23	386.4	5	3	12	0
21:53:53	386.9	5	3	12	0
21:54:23	387.4	5	3	12	0
