time	elapsed_min	concurrency	active	done	queued
21:22:45	91.1	5	5	0	10
21:23:15	91.6	5	5	0	10
21:23:45	92.1	5	5	0	10
21:24:15	92.6	5	5	0	10
21:24:45	93.1	5	5	0	10
21:25:15	93.6	5	5	0	10
21:25:45	94.1	5	5	0	10
21:26:15	94.6	5	5	0	10
21:26:45	95.1	5	5	0	10
21:27:15	95.6	5	5	0	10
21:27:45	96.1	5	5	0	10
21:28:15	96.6	5	5	0	10
21:28:45	97.1	5	5	0	10
21:29:16	97.6	5	5	0	10
21:29:46	98.1	5	5	0	10
21:30:16	98.6	5	5	0	10
21:30:46	99.1	5	5	0	10
21:31:16	99.6	5	5	0	10
21:31:46	100.1	5	5	0	10
21:32:16	100.6	5	5	0	10
21:32:46	101.1	5	5	0	10
21:33:16	101.6	5	5	0	10
21:33:46	102.1	5	5	0	10
21:34:16	102.6	5	5	0	10
21:34:46	103.1	5	5	0	10
21:35:16	103.6	5	5	0	10
21:35:46	104.1	5	5	0	10
21:36:16	104.6	5	5	0	10
21:36:46	105.1	5	5	0	10
21:37:16	105.6	5	5	0	10
21:37:46	106.1	5	5	0	10
21:38:16	106.6	5	5	0	10
21:38:46	107.1	5	5	0	10
21:39:16	107.6	5	5	0	10
21:39:46	108.1	5	5	0	10
21:40:16	108.6	5	5	0	10
21:40:46	109.1	5	5	0	10
21:41:16	109.6	5	5	0	10
21:41:46	110.1	5	5	0	10
21:42:16	110.6	5	5	0	10
21:42:46	111.1	5	5	0	10
21:43:16	111.6	5	5	0	10
21:43:46	112.1	5	5	0	10
21:44:16	112.6	5	5	0	10
21:44:46	113.1	5	5	0	10
21:45:16	113.6	5	5	0	10
21:45:46	114.1	5	5	0	10
21:46:17	114.6	5	5	0	10
21:46:47	115.1	5	5	0	10
21:47:17	115.6	5	5	0	10
21:47:47	116.1	5	5	0	10
21:48:17	116.6	5	5	0	10
21:48:47	117.1	5	5	0	10
21:49:17	117.6	5	5	0	10
21:49:47	118.1	5	5	0	10
21:50:17	118.6	5	5	0	10
21:50:47	119.1	5	5	0	10
21:51:17	119.6	5	5	0	10
21:51:47	120.1	5	5	0	10
21:52:17	120.6	5	5	0	10
21:52:47	121.1	5	5	0	10
21:53:17	121.6	5	5	0	10
21:53:47	122.1	5	5	0	10
21:54:17	122.6	5	5	0	10
21:54:47	123.1	5	5	0	10
21:55:17	123.6	5	5	0	10
21:55:47	124.1	5	5	0	10
21:56:17	124.6	5	5	0	10
21:56:47	125.1	5	5	0	10
21:57:17	125.6	5	5	0	10
21:57:47	126.1	5	5	0	10
21:58:17	126.6	5	5	0	10
21:58:47	127.1	5	5	0	10
21:59:17	127.6	5	5	0	10
21:59:47	128.1	5	5	0	10
22:00:17	128.6	5	5	0	10
22:00:47	129.1	5	5	0	10
22:01:17	129.6	5	5	0	10
22:01:47	130.1	5	5	0	10
22:02:17	130.6	5	5	0	10
22:02:48	131.1	5	5	0	10
22:03:18	131.6	5	5	0	10
22:03:48	132.1	5	5	0	10
22:04:18	132.6	5	5	0	10
22:04:48	133.1	5	5	0	10
22:05:18	133.6	5	5	0	10
22:05:48	134.1	5	5	0	10
22:06:18	134.6	5	5	0	10
22:06:48	135.1	5	5	0	10
22:07:18	135.6	5	5	0	10
22:07:48	136.1	5	5	0	10
22:08:18	136.6	5	5	0	10
22:08:48	137.1	5	5	0	10
22:09:18	137.6	5	5	0	10
22:09:48	138.1	5	5	0	10
22:10:18	138.6	5	5	0	10
22:10:48	139.1	5	5	0	10
22:11:18	139.6	5	5	0	10
22:11:48	140.1	5	5	0	10
22:12:18	140.6	5	5	0	10
22:12:48	141.1	5	5	0	10
22:13:18	141.6	5	5	0	10
22:13:48	142.1	5	5	0	10
22:14:18	142.6	5	5	0	10
22:14:48	143.1	5	5	0	10
22:15:18	143.6	5	5	0	10
22:15:48	144.1	5	5	0	10
22:16:18	144.6	5	5	0	10
22:16:48	145.1	5	5	0	10
22:17:18	145.6	5	5	0	10
22:17:48	146.1	5	5	0	10
22:18:18	146.6	5	5	0	10
22:18:48	147.1	5	5	0	10
22:19:19	147.6	5	5	0	10
22:19:49	148.1	5	5	0	10
22:20:19	148.6	5	5	0	10
22:20:49	149.1	5	5	0	10
22:21:19	149.6	5	5	0	10
22:21:49	150.1	5	5	0	10
22:22:19	150.6	5	5	0	10
22:22:49	151.1	5	5	0	10
22:23:19	151.7	5	5	0	10
22:23:49	152.2	5	5	0	10
22:24:19	152.7	5	5	0	10
22:24:49	153.2	5	5	0	10
22:25:19	153.7	5	5	0	10
22:25:49	154.2	5	5	0	10
22:26:19	154.7	5	5	0	10
22:26:49	155.2	5	5	0	10
22:27:19	155.7	5	5	0	10
22:27:49	156.2	5	5	0	10
22:28:19	156.7	5	5	0	10
22:28:49	157.2	5	5	0	10
22:29:19	157.7	5	5	0	10
22:29:49	158.2	5	5	0	10
22:30:19	158.7	5	5	0	10
22:30:49	159.2	5	5	0	10
22:31:19	159.7	5	5	0	10
22:31:49	160.2	5	5	0	10
22:32:19	160.7	5	5	0	10
22:32:49	161.2	5	5	0	10
22:33:19	161.7	5	5	0	10
22:33:49	162.2	5	5	0	10
22:34:19	162.7	5	5	0	10
22:34:49	163.2	5	5	0	10
22:35:19	163.7	5	5	0	10
22:35:49	164.2	5	5	0	10
22:36:20	164.7	5	5	0	10
22:36:50	165.2	5	5	0	10
22:37:20	165.7	5	5	0	10
22:37:50	166.2	5	5	0	10
22:38:20	166.7	5	5	0	10
22:38:50	167.2	5	5	0	10
22:39:20	167.7	5	5	0	10
22:39:50	168.2	5	5	0	10
22:40:20	168.7	5	5	0	10
22:40:50	169.2	5	5	0	10
22:41:20	169.7	5	5	0	10
22:41:50	170.2	5	5	0	10
22:42:20	170.7	5	5	0	10
22:42:50	171.2	5	5	0	10
22:43:20	171.7	5	5	0	10
22:43:50	172.2	5	5	0	10
22:44:20	172.7	5	5	1	9
22:44:50	173.2	5	5	1	9
22:45:20	173.7	5	5	1	9
22:45:50	174.2	5	5	1	9
22:46:20	174.7	5	5	1	9
22:46:50	175.2	5	5	1	9
22:47:20	175.7	5	5	1	9
22:47:50	176.2	5	5	1	9
22:48:20	176.7	5	5	1	9
22:48:50	177.2	5	5	1	9
22:49:20	177.7	5	5	1	9
22:49:50	178.2	5	5	1	9
22:50:20	178.7	5	5	1	9
22:50:50	179.2	5	5	1	9
22:51:20	179.7	5	5	1	9
22:51:50	180.2	5	5	1	9
22:52:21	180.7	5	5	1	9
22:52:51	181.2	5	5	1	9
22:53:21	181.7	5	5	1	9
22:53:51	182.2	5	5	1	9
22:54:21	182.7	5	5	1	9
22:54:51	183.2	5	5	1	9
22:55:21	183.7	5	5	1	9
22:55:51	184.2	5	5	1	9
22:56:21	184.7	5	5	1	9
22:56:51	185.2	5	5	1	9
22:57:21	185.7	5	5	1	9
22:57:51	186.2	5	5	1	9
22:58:21	186.7	5	5	1	9
22:58:51	187.2	5	5	1	9
22:59:21	187.7	5	5	1	9
22:59:51	188.2	5	5	1	9
23:00:21	188.7	5	5	1	9
23:00:51	189.2	5	5	1	9
23:01:21	189.7	5	5	1	9
23:01:51	190.2	5	5	1	9
23:02:21	190.7	5	5	1	9
23:02:51	191.2	5	5	1	9
23:03:21	191.7	5	5	1	9
23:03:51	192.2	5	5	1	9
23:04:21	192.7	5	5	1	9
23:04:51	193.2	5	5	1	9
23:05:21	193.7	5	5	1	9
23:05:51	194.2	5	5	1	9
23:06:21	194.7	5	5	1	9
23:06:51	195.2	5	5	1	9
23:07:21	195.7	5	5	1	9
23:07:51	196.2	5	5	1	9
23:08:21	196.7	5	5	1	9
23:08:52	197.2	5	5	1	9
23:09:22	197.7	5	5	1	9
23:09:52	198.2	5	5	1	9
23:10:22	198.7	5	5	1	9
23:10:52	199.2	5	5	1	9
23:11:22	199.7	5	5	1	9
23:11:52	200.2	5	5	1	9
23:12:22	200.7	5	5	1	9
23:12:52	201.2	5	5	1	9
23:13:22	201.7	5	5	1	9
23:13:52	202.2	5	5	1	9
23:14:22	202.7	5	5	1	9
23:14:52	203.2	5	5	1	9
23:15:22	203.7	5	5	1	9
23:15:52	204.2	5	5	1	9
23:16:22	204.7	5	5	1	9
23:16:52	205.2	5	5	1	9
23:17:22	205.7	5	5	1	9
23:17:52	206.2	5	5	1	9
23:18:22	206.7	5	5	1	9
23:18:52	207.2	5	5	1	9
23:19:22	207.7	5	5	1	9
23:19:52	208.2	5	5	1	9
23:20:22	208.7	5	5	1	9
23:20:52	209.2	5	5	1	9
23:21:22	209.7	5	5	1	9
23:21:52	210.2	5	5	1	9
23:22:22	210.7	5	5	1	9
23:22:52	211.2	5	5	1	9
23:23:22	211.7	5	5	1	9
23:23:52	212.2	5	5	1	9
23:24:22	212.7	5	5	1	9
23:24:52	213.2	5	5	1	9
23:25:22	213.7	5	5	1	9
23:25:52	214.2	5	5	1	9
23:26:23	214.7	5	5	1	9
23:26:53	215.2	5	5	1	9
23:27:23	215.7	5	5	1	9
23:27:53	216.2	5	5	1	9
23:28:23	216.7	5	5	1	9
23:28:53	217.2	5	5	1	9
23:29:23	217.7	5	5	2	8
23:29:53	218.2	5	5	2	8
23:30:23	218.7	5	5	2	8
23:30:53	219.2	5	5	2	8
23:31:23	219.7	5	5	2	8
23:31:53	220.2	5	5	2	8
23:32:23	220.7	5	5	2	8
23:32:53	221.2	5	5	2	8
23:33:23	221.7	5	5	2	8
23:33:53	222.2	5	5	2	8
23:34:23	222.7	5	5	2	8
23:34:53	223.2	5	5	2	8
23:35:23	223.7	5	5	2	8
23:35:53	224.2	5	5	2	8
23:36:23	224.7	5	5	2	8
23:36:53	225.2	5	5	2	8
23:37:23	225.7	5	5	2	8
23:37:53	226.2	5	5	2	8
23:38:23	226.7	5	5	2	8
23:38:53	227.2	5	5	2	8
23:39:23	227.7	5	5	2	8
23:39:53	228.2	5	5	2	8
23:40:23	228.7	5	5	2	8
23:40:53	229.2	5	5	2	8
23:41:23	229.7	5	5	2	8
23:41:53	230.2	5	5	2	8
23:42:23	230.7	5	5	2	8
23:42:54	231.2	5	5	2	8
23:43:24	231.7	5	5	2	8
23:43:54	232.2	5	5	2	8
23:44:24	232.7	5	5	2	8
23:44:54	233.2	5	5	2	8
23:45:24	233.7	5	5	2	8
23:45:54	234.2	5	5	2	8
23:46:24	234.7	5	5	2	8
23:46:54	235.2	5	5	2	8
23:47:24	235.7	5	5	2	8
23:47:54	236.2	5	5	2	8
23:48:24	236.7	5	5	2	8
23:48:54	237.2	5	5	2	8
23:49:24	237.7	5	5	2	8
23:49:54	238.2	5	5	2	8
23:50:24	238.7	5	5	2	8
23:50:54	239.2	5	5	2	8
23:51:24	239.7	5	5	2	8
23:51:54	240.2	5	5	2	8
23:52:24	240.7	5	5	2	8
23:52:54	241.2	5	5	2	8
23:53:24	241.7	5	5	2	8
23:53:54	242.2	5	5	2	8
23:54:24	242.7	5	5	2	8
23:54:54	243.2	5	5	2	8
23:55:24	243.7	5	5	2	8
23:55:54	244.2	5	5	2	8
23:56:24	244.7	5	5	2	8
23:56:54	245.2	5	5	2	8
23:57:24	245.7	5	5	2	8
23:57:54	246.2	5	5	2	8
23:58:24	246.7	5	5	2	8
23:58:54	247.2	5	5	2	8
23:59:24	247.7	5	5	2	8
23:59:55	248.2	5	5	2	8
00:00:25	248.7	5	5	2	8
00:00:55	249.2	5	5	2	8
00:01:25	249.7	5	5	2	8
00:01:55	250.2	5	5	2	8
00:02:25	250.7	5	5	2	8
00:02:55	251.2	5	5	2	8
00:03:25	251.8	5	5	2	8
00:03:55	252.3	5	5	2	8
00:04:25	252.8	5	5	2	8
00:04:55	253.3	5	5	2	8
00:05:25	253.8	5	5	2	8
00:05:55	254.3	5	5	2	8
00:06:25	254.8	5	5	2	8
00:06:55	255.3	5	5	2	8
00:07:25	255.8	5	5	2	8
00:07:55	256.3	5	5	2	8
00:08:25	256.8	5	5	2	8
00:08:55	257.3	5	5	2	8
00:09:25	257.8	5	5	2	8
00:09:55	258.3	5	5	2	8
00:10:25	258.8	5	5	2	8
00:10:55	259.3	5	5	2	8
00:11:25	259.8	5	5	2	8
00:11:55	260.3	5	5	2	8
00:12:25	260.8	5	5	2	8
00:12:55	261.3	5	5	2	8
00:13:25	261.8	5	5	2	8
00:13:55	262.3	5	5	2	8
00:14:25	262.8	5	5	2	8
00:14:55	263.3	5	5	2	8
00:15:25	263.8	5	5	2	8
00:15:55	264.3	5	5	2	8
00:16:25	264.8	5	5	2	8
00:16:56	265.3	5	5	2	8
00:17:26	265.8	5	5	2	8
00:17:56	266.3	5	5	2	8
00:18:26	266.8	5	5	2	8
00:18:56	267.3	5	5	2	8
00:19:26	267.8	5	5	2	8
00:19:56	268.3	5	5	2	8
00:20:26	268.8	5	5	2	8
00:20:56	269.3	5	5	2	8
00:21:26	269.8	5	5	2	8
00:21:56	270.3	5	5	2	8
00:22:26	270.8	5	5	2	8
00:22:56	271.3	5	5	2	8
00:23:26	271.8	5	5	2	8
00:23:56	272.3	5	5	3	7
00:24:26	272.8	5	5	3	7
00:24:56	273.3	5	5	3	7
00:25:26	273.8	5	5	3	7
00:25:56	274.3	5	5	3	7
00:26:26	274.8	5	5	3	7
00:26:56	275.3	5	5	4	6
00:27:26	275.8	5	5	4	6
00:27:56	276.3	5	5	4	6
00:28:26	276.8	5	5	4	6
00:28:56	277.3	5	5	4	6
00:29:26	277.8	5	5	4	6
00:29:56	278.3	5	5	4	6
00:30:26	278.8	5	5	4	6
00:30:56	279.3	5	5	4	6
00:31:26	279.8	5	5	4	6
00:31:56	280.3	5	5	4	6
00:32:26	280.8	5	5	4	6
00:32:57	281.3	5	5	4	6
00:33:27	281.8	5	5	4	6
00:33:57	282.3	5	5	4	6
00:34:27	282.8	5	5	4	6
00:34:57	283.3	5	5	4	6
00:35:27	283.8	5	5	4	6
00:35:57	284.3	5	5	4	6
00:36:27	284.8	5	5	4	6
00:36:57	285.3	5	5	4	6
00:37:27	285.8	5	5	4	6
00:37:57	286.3	5	5	4	6
00:38:27	286.8	5	5	4	6
00:38:57	287.3	5	5	4	6
00:39:27	287.8	5	5	4	6
00:39:57	288.3	5	5	4	6
00:40:27	288.8	5	5	4	6
00:40:57	289.3	5	5	4	6
00:41:27	289.8	5	5	4	6
00:41:57	290.3	5	5	4	6
00:42:27	290.8	5	5	4	6
00:42:57	291.3	5	5	4	6
00:43:27	291.8	5	5	4	6
00:43:57	292.3	5	5	4	6
00:44:27	292.8	5	5	4	6
00:44:57	293.3	5	5	4	6
00:45:27	293.8	5	5	4	6
00:45:57	294.3	5	5	4	6
00:46:27	294.8	5	5	4	6
00:46:57	295.3	5	5	4	6
00:47:27	295.8	5	5	4	6
00:47:57	296.3	5	5	4	6
00:48:27	296.8	5	5	4	6
00:48:57	297.3	5	5	4	6
00:49:27	297.8	5	5	4	6
00:49:58	298.3	5	5	4	6
00:50:28	298.8	5	5	4	6
00:50:58	299.3	5	5	4	6
00:51:28	299.8	5	5	4	6
00:51:58	300.3	5	5	4	6
00:52:28	300.8	5	5	4	6
00:52:58	301.3	5	5	4	6
00:53:28	301.8	5	5	4	6
00:53:58	302.3	5	5	4	6
00:54:28	302.8	5	5	4	6
00:54:58	303.3	5	5	4	6
00:55:28	303.8	5	5	4	6
00:55:58	304.3	5	5	4	6
00:56:28	304.8	5	5	4	6
00:56:58	305.3	5	5	4	6
00:57:28	305.8	5	5	4	6
00:57:58	306.3	5	5	4	6
00:58:28	306.8	5	5	4	6
00:58:58	307.3	5	5	4	6
00:59:28	307.8	5	5	4	6
00:59:58	308.3	5	5	4	6
01:00:28	308.8	5	5	4	6
01:00:58	309.3	5	5	4	6
01:01:28	309.8	5	5	4	6
01:01:58	310.3	5	5	4	6
01:02:28	310.8	5	5	4	6
01:02:58	311.3	5	5	4	6
01:03:28	311.8	5	5	4	6
01:03:58	312.3	5	5	4	6
01:04:28	312.8	5	5	4	6
01:04:58	313.3	5	5	4	6
01:05:28	313.8	5	5	4	6
01:05:58	314.3	5	5	4	6
01:06:28	314.8	5	5	4	6
01:06:59	315.3	5	5	4	6
01:07:29	315.8	5	5	4	6
01:07:59	316.3	5	5	4	6
01:08:29	316.8	5	5	4	6
01:08:59	317.3	5	5	4	6
01:09:29	317.8	5	5	4	6
01:09:59	318.3	5	5	4	6
01:10:29	318.8	5	5	4	6
01:10:59	319.3	5	5	4	6
01:11:29	319.8	5	5	4	6
01:11:59	320.3	5	5	4	6
01:12:29	320.8	5	5	4	6
01:12:59	321.3	5	5	4	6
01:13:29	321.8	5	5	4	6
01:13:59	322.3	5	5	4	6
01:14:29	322.8	5	5	4	6
01:14:59	323.3	5	5	4	6
01:15:29	323.8	5	5	4	6
01:15:59	324.3	5	5	4	6
01:16:29	324.8	5	5	4	6
01:16:59	325.3	5	5	5	5
01:17:29	325.8	5	5	5	5
01:17:59	326.3	5	5	5	5
01:18:29	326.8	5	5	5	5
01:18:59	327.3	5	5	5	5
01:19:29	327.8	5	5	5	5
01:19:59	328.3	5	5	5	5
01:20:29	328.8	5	5	5	5
01:20:59	329.3	5	5	5	5
01:21:29	329.8	5	5	5	5
01:21:59	330.3	5	5	5	5
01:22:29	330.8	5	5	5	5
01:22:59	331.3	5	5	5	5
01:23:30	331.8	5	5	5	5
01:24:00	332.3	5	5	5	5
01:24:30	332.8	5	5	5	5
01:25:00	333.3	5	5	5	5
01:25:30	333.8	5	5	5	5
01:26:00	334.3	5	5	5	5
01:26:30	334.8	5	5	5	5
01:27:00	335.3	5	5	5	5
01:27:30	335.8	5	5	5	5
01:28:00	336.3	5	5	5	5
01:28:30	336.8	5	5	5	5
01:29:00	337.3	5	5	5	5
01:29:30	337.8	5	5	5	5
01:30:00	338.3	5	5	5	5
01:30:30	338.8	5	5	5	5
01:31:00	339.3	5	5	5	5
01:31:30	339.8	5	5	5	5
01:32:00	340.3	5	5	5	5
01:32:30	340.8	5	5	5	5
01:33:00	341.3	5	5	5	5
01:33:30	341.8	5	5	5	5
01:34:00	342.3	5	5	5	5
01:34:30	342.8	5	5	5	5
01:35:00	343.3	5	5	5	5
01:35:30	343.8	5	5	5	5
01:36:00	344.3	5	5	5	5
01:36:30	344.8	5	5	5	5
01:37:00	345.3	5	5	5	5
01:37:30	345.8	5	5	5	5
01:38:00	346.3	5	5	5	5
01:38:30	346.8	5	5	5	5
01:39:00	347.3	5	5	5	5
01:39:30	347.8	5	5	5	5
01:40:00	348.3	5	5	5	5
01:40:31	348.8	5	5	5	5
01:41:01	349.3	5	5	5	5
01:41:31	349.8	5	5	5	5
01:42:01	350.3	5	5	5	5
01:42:31	350.8	5	5	5	5
01:43:01	351.3	5	5	5	5
01:43:31	351.8	5	5	5	5
01:44:01	352.3	5	5	5	5
01:44:31	352.8	5	5	5	5
01:45:01	353.4	5	5	5	5
01:45:31	353.9	5	5	5	5
01:46:01	354.4	5	5	5	5
01:46:31	354.9	5	5	5	5
01:47:01	355.4	5	5	5	5
01:47:31	355.9	5	5	5	5
01:48:01	356.4	5	5	5	5
01:48:31	356.9	5	5	5	5
01:49:01	357.4	5	5	5	5
01:49:31	357.9	5	5	5	5
01:50:01	358.4	5	5	5	5
01:50:31	358.9	5	5	5	5
01:51:01	359.4	5	5	5	5
01:51:31	359.9	5	5	5	5
01:52:01	360.4	5	5	5	5
01:52:31	360.9	5	5	5	5
01:53:01	361.4	5	5	5	5
01:53:31	361.9	5	5	5	5
01:54:01	362.4	5	5	5	5
01:54:31	362.9	5	5	5	5
01:55:01	363.4	5	5	5	5
01:55:31	363.9	5	5	5	5
01:56:01	364.4	5	5	5	5
01:56:31	364.9	5	5	5	5
01:57:01	365.4	5	5	5	5
01:57:31	365.9	5	5	5	5
01:58:02	366.4	5	5	5	5
01:58:32	366.9	5	5	5	5
01:59:02	367.4	5	5	5	5
01:59:32	367.9	5	5	5	5
02:00:02	368.4	5	5	5	5
02:00:32	368.9	5	5	5	5
02:01:02	369.4	5	5	5	5
02:01:32	369.9	5	5	5	5
02:02:02	370.4	5	5	5	5
02:02:32	370.9	5	5	5	5
02:03:02	371.4	5	5	5	5
02:03:32	371.9	5	5	5	5
02:04:02	372.4	5	5	5	5
02:04:32	372.9	5	5	5	5
02:05:02	373.4	5	5	5	5
02:05:32	373.9	5	5	5	5
02:06:02	374.4	5	5	5	5
02:06:32	374.9	5	5	5	5
02:07:02	375.4	5	5	5	5
02:07:32	375.9	5	5	5	5
02:08:02	376.4	5	5	5	5
02:08:32	376.9	5	5	5	5
02:09:02	377.4	5	5	5	5
02:09:32	377.9	5	5	5	5
02:10:02	378.4	5	5	5	5
02:10:32	378.9	5	5	5	5
02:11:02	379.4	5	5	5	5
02:11:32	379.9	5	5	5	5
02:12:02	380.4	5	5	5	5
02:12:32	380.9	5	5	5	5
02:13:02	381.4	5	5	5	5
02:13:32	381.9	5	5	5	5
02:14:02	382.4	5	5	5	5
02:14:32	382.9	5	5	5	5
02:15:02	383.4	5	5	5	5
02:15:33	383.9	5	5	5	5
02:16:03	384.4	5	5	5	5
02:16:33	384.9	5	5	5	5
02:17:03	385.4	5	5	5	5
02:17:33	385.9	5	5	5	5
02:18:03	386.4	5	5	5	5
02:18:33	386.9	5	5	5	5
02:19:03	387.4	5	5	5	5
